报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,22.84亿,210.41%,16.13亿,201.83%,933.86亿,16.47%,0.0600,3.42,1.39,0.98,0.66,1.90%,16.00%,1.75%,1.75%,120.84,3.13,57.53,63.30,1.55,1.25,1.24,1.70,52.52%
2024-03-31,9.84亿,297.80%,5.97亿,135.77%,458.88亿,20.84%,0.0260,3.41,1.38,0.97,0.43,1.05%,14.48%,0.76%,0.75%,117.18,1.63,55.21,61.97,1.69,1.38,1.37,1.68,52.47%
2023-12-31,25.47亿,-66.22%,-6.33亿,71.62%,1745.43亿,-2.17%,0.0600,3.38,1.38,0.94,1.02,0.21%,12.55%,1.89%,1.97%,118.81,6.51,55.32,63.49,1.59,1.28,1.27,1.71,52.81%
2023-09-30,10.22亿,-80.68%,-14.92亿,-196.18%,1265.15亿,-4.69%,0.0200,3.37,1.49,0.90,0.60,-1.10%,11.16%,0.71%,0.78%,124.30,4.55,59.28,65.02,1.57,1.23,1.22,1.69,53.23%
2023-06-30,7.36亿,-88.84%,-15.84亿,-137.37%,801.78亿,-12.48%,0.0200,3.33,1.45,0.90,0.43,-2.08%,9.03%,0.50%,0.57%,122.15,3.01,59.75,62.40,1.56,1.22,1.22,1.67,52.61%
2023-03-31,2.47亿,-94.36%,-16.68亿,-147.50%,379.73亿,-24.77%,0.0030,3.36,1.45,0.94,0.27,-3.25%,6.84%,0.09%,0.19%,122.44,1.51,59.51,62.93,1.60,1.27,1.27,1.63,52.26%
2022-12-31,75.41亿,-70.95%,-22.29亿,-109.31%,1784.14亿,-19.28%,0.1900,3.35,1.45,0.94,1.13,-0.97%,11.70%,5.45%,5.55%,121.99,6.24,57.72,64.27,1.66,1.35,1.35,1.61,51.96%
2022-09-30,52.91亿,-73.75%,15.51亿,-91.66%,1327.44亿,-19.45%,0.1300,3.28,1.43,0.89,0.81,-1.01%,13.70%,3.75%,3.97%,130.46,4.07,66.28,64.19,1.61,1.28,1.28,1.71,52.95%
2022-06-30,65.96亿,-48.94%,42.39亿,-63.65%,916.10亿,-15.66%,0.1700,3.31,1.41,0.92,0.73,3.51%,18.68%,4.80%,4.60%,133.52,2.45,73.38,60.14,1.75,1.36,1.36,1.61,51.81%
2022-03-31,43.89亿,-16.57%,35.11亿,-21.71%,504.76亿,0.40%,0.1130,3.46,1.40,1.08,0.38,6.39%,21.38%,3.25%,2.94%,126.79,1.36,66.04,60.75,1.63,1.29,1.28,1.57,51.23%
2021-12-31,259.61亿,415.54%,239.38亿,796.38%,2210.36亿,61.79%,0.7100,3.35,1.40,0.96,1.62,13.88%,28.87%,23.84%,18.07%,100.61,6.84,52.62,47.99,1.56,1.25,1.24,1.63,51.78%
2021-09-30,201.59亿,714.24%,185.99亿,1994.92%,1648.02亿,72.05%,0.5640,3.24,1.39,0.82,1.16,15.63%,32.05%,19.76%,14.41%,104.65,4.78,56.47,48.18,1.59,1.25,1.25,1.74,53.37%
2021-06-30,129.17亿,1037.62%,116.62亿,6713.57%,1086.18亿,89.04%,0.3670,2.81,1.07,0.71,0.94,15.32%,31.26%,13.40%,11.40%,100.13,3.56,50.57,49.56,1.37,1.08,1.08,2.23,57.31%
2021-03-31,52.61亿,828.31%,44.85亿,992.79%,502.75亿,107.87%,0.1490,2.82,1.19,0.59,0.42,12.69%,28.13%,5.51%,4.61%,96.59,1.86,48.43,48.16,1.29,1.02,1.02,2.22,58.41%
2020-12-31,50.36亿,162.46%,26.70亿,328.87%,1355.53亿,16.80%,0.1300,2.56,1.08,0.45,1.13,3.34%,19.72%,5.15%,4.88%,104.65,7.19,50.07,54.58,1.23,0.97,0.97,2.43,59.13%
2020-09-30,24.76亿,33.67%,8.88亿,569.73%,949.01亿,18.63%,0.0610,2.49,1.10,0.38,0.67,1.49%,16.91%,2.42%,2.45%,103.95,5.90,45.79,58.16,1.28,0.99,0.99,2.07,57.72%
2020-06-30,11.35亿,-31.95%,-1.76亿,-127.07%,567.51亿,10.59%,0.0260,2.51,1.10,0.35,0.28,0.20%,15.77%,1.05%,1.12%,115.17,3.51,51.26,63.92,1.37,1.05,1.05,1.97,57.18%
2020-03-31,5.67亿,-46.12%,-5.02亿,-242.59%,238.87亿,-2.17%,0.0140,2.52,1.10,0.35,0.15,-0.46%,14.32%,0.50%,0.57%,117.95,1.59,56.75,61.20,1.33,0.99,0.99,1.97,57.56%
2019-12-31,19.19亿,-44.15%,-11.67亿,-176.88%,1160.60亿,19.51%,0.0500,2.50,1.10,0.36,0.75,-0.41%,15.18%,2.16%,2.02%,103.54,8.08,44.58,58.96,1.33,1.05,1.05,2.10,58.56%
2019-09-30,18.52亿,-45.18%,-1.89亿,-117.20%,857.22亿,23.40%,0.0530,2.49,1.10,0.37,0.47,0.39%,14.99%,2.14%,2.13%,108.38,6.01,44.95,63.43,1.34,1.02,1.02,2.25,60.21%
2019-06-30,16.68亿,-43.92%,6.51亿,-33.44%,550.39亿,26.60%,0.0480,2.49,1.10,0.36,0.33,2.05%,16.76%,1.92%,1.93%,115.76,3.48,51.74,64.02,1.41,1.06,1.06,2.23,60.74%
2019-03-31,10.52亿,-47.90%,3.52亿,-63.54%,264.54亿,22.66%,0.0300,2.50,1.10,0.38,0.18,3.18%,17.66%,1.22%,1.21%,115.72,1.76,51.21,64.51,1.53,1.18,1.18,2.13,60.15%
2018-12-31,34.35亿,-54.61%,15.18亿,-77.28%,971.09亿,3.53%,0.1000,2.47,1.10,0.34,0.74,2.97%,20.39%,4.00%,4.00%,114.37,7.38,48.76,65.61,1.60,1.20,1.20,2.14,60.41%
2018-09-30,33.79亿,-47.82%,10.99亿,-81.43%,694.64亿,0.08%,0.0970,2.47,1.10,0.35,0.53,4.28%,18.82%,3.92%,3.94%,117.99,5.34,50.60,67.39,1.84,1.36,1.36,2.06,61.10%
2018-06-30,29.75亿,-30.85%,9.79亿,-75.64%,434.74亿,-2.54%,0.0850,2.46,1.10,0.33,0.33,6.51%,19.16%,3.45%,3.48%,118.99,3.53,50.94,68.05,2.04,1.41,1.41,1.92,59.31%
2018-03-31,20.19亿,-16.34%,9.66亿,-58.01%,215.67亿,-1.32%,0.0580,2.49,1.11,0.35,0.21,8.98%,20.77%,2.35%,2.33%,113.39,1.74,51.67,61.72,1.94,1.41,1.41,1.80,59.50%
2017-12-31,75.68亿,301.99%,66.79亿,53185.01%,938.00亿,36.15%,0.2200,2.43,1.11,0.30,0.75,8.38%,25.07%,9.25%,8.92%,103.84,8.37,43.00,60.84,2.01,1.49,1.49,1.79,59.28%
2017-09-30,64.76亿,4503.51%,59.17亿,428.66%,694.08亿,51.41%,0.1850,2.41,1.11,0.27,0.53,9.79%,26.13%,7.96%,7.73%,106.05,5.96,45.28,60.77,2.03,1.49,1.49,1.60,56.15%
