报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,3730.51万,-14.67%,3237.10万,7.30%,2.00亿,-26.48%,0.1600,4.05,0.67,1.83,-0.57,18.64%,28.38%,3.85%,3.86%,197.61,36.97,4.87,192.74,3.25,3.12,2.61,0.41,29.24%
2024-03-31,841.53万,-57.28%,718.58万,-20.99%,1.02亿,-24.45%,0.0400,3.98,0.79,1.80,-0.33,8.28%,11.22%,0.87%,0.87%,177.85,147.31,0.61,177.24,3.17,3.08,2.65,0.43,29.97%
2023-12-31,1.01亿,-1.75%,8578.83万,-5.82%,5.85亿,1.91%,0.4200,3.94,0.79,1.77,0.23,17.30%,27.21%,10.96%,10.53%,139.28,156.04,2.31,136.97,2.96,2.95,2.60,0.47,32.07%
2023-09-30,5708.87万,0.06%,4318.02万,-11.32%,3.58亿,-24.02%,0.2400,3.76,0.79,1.62,0.06,15.95%,18.82%,6.30%,6.23%,171.82,118.77,2.27,169.54,3.03,3.03,2.74,0.45,31.25%
2023-06-30,4371.81万,-3.44%,3016.96万,-19.94%,2.72亿,-16.21%,0.1800,3.71,0.79,1.57,-0.04,16.06%,18.40%,4.82%,4.84%,155.80,90.38,1.99,153.81,2.92,2.91,2.63,0.48,32.34%
2023-03-31,1970.06万,46.20%,909.53万,-25.76%,1.35亿,-13.35%,0.0800,3.74,0.79,1.60,0.0045,14.64%,7.49%,2.19%,2.16%,151.92,25.68,3.51,148.42,2.82,2.80,2.52,0.50,33.49%
2022-12-31,1.03亿,37.60%,9109.27万,53.30%,5.74亿,-47.78%,0.4300,3.66,0.79,1.52,0.29,17.94%,28.32%,12.10%,11.57%,137.96,36.90,9.76,128.21,2.56,2.55,2.31,0.58,36.86%
2022-09-30,5705.52万,13.88%,4869.00万,24.93%,4.71亿,-29.14%,0.2400,3.47,0.79,1.37,-0.08,12.11%,16.89%,6.86%,6.75%,129.28,43.31,6.23,123.05,2.30,2.29,1.92,0.70,41.11%
2022-06-30,4527.61万,31.74%,3768.19万,58.68%,3.25亿,-29.89%,0.1900,3.42,0.79,1.32,-0.25,13.94%,19.02%,5.43%,5.43%,112.80,28.96,6.22,106.58,2.32,2.32,1.85,0.68,40.44%
2022-03-31,1347.49万,39.57%,1225.12万,148.77%,1.55亿,-11.25%,0.0600,3.41,0.79,1.31,-0.48,8.68%,12.81%,1.64%,1.62%,108.21,14.12,6.37,101.83,2.42,2.41,1.87,0.63,38.78%
2021-12-31,7488.97万,15.00%,5942.29万,14.31%,11.00亿,0.35%,0.3100,3.35,0.79,1.26,0.80,6.81%,10.68%,9.25%,9.17%,56.07,99.26,3.63,52.44,2.22,2.19,1.78,0.74,42.59%
