报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,1.76亿,-23.42%,1.58亿,-18.26%,18.58亿,-18.58%,0.2204,4.20,1.54,1.16,-0.18,9.47%,29.54%,5.04%,5.25%,304.50,1.06,170.29,134.21,1.44,1.03,0.99,1.04,50.82%
2024-03-31,5377.01万,-38.49%,5032.67万,-7.18%,7.65亿,-16.04%,0.0674,4.39,1.54,1.36,-0.38,7.03%,28.45%,1.55%,1.53%,361.41,0.44,203.21,158.20,1.49,1.06,1.02,0.98,49.31%
2023-12-31,3.65亿,33.11%,3.22亿,30.05%,50.35亿,-1.56%,0.4615,4.31,1.54,1.29,1.05,7.26%,28.22%,11.02%,10.59%,205.68,3.16,113.93,91.75,1.41,1.05,1.01,1.15,53.36%
2023-09-30,3.50亿,71.24%,3.09亿,74.88%,35.06亿,-8.59%,0.4445,4.30,1.53,1.32,0.72,9.99%,28.22%,10.57%,10.20%,228.85,2.06,131.25,97.60,1.41,0.99,0.95,1.14,53.17%
2023-06-30,2.30亿,82.72%,1.93亿,82.48%,22.82亿,-2.43%,0.2918,4.11,1.54,1.17,0.45,10.06%,28.66%,6.95%,7.00%,228.72,1.38,130.51,98.21,1.38,0.98,0.94,1.20,54.57%
2023-03-31,8742.05万,136.97%,5422.14万,130.00%,9.12亿,-3.17%,0.1112,4.15,1.54,1.23,-0.03,9.58%,27.32%,2.68%,2.64%,263.19,0.59,151.49,111.70,1.45,1.01,0.95,1.03,50.57%
2022-12-31,2.74亿,-32.37%,2.47亿,-32.79%,51.15亿,-1.07%,0.3487,4.04,1.54,1.12,0.45,5.36%,23.89%,8.59%,8.52%,194.45,3.04,118.57,75.88,1.41,1.01,0.95,1.09,52.08%
2022-09-30,2.05亿,-34.99%,1.77亿,-35.64%,38.35亿,6.36%,0.2600,3.95,1.54,1.07,0.26,5.33%,22.61%,6.41%,6.49%,196.08,2.23,120.98,75.10,1.37,0.97,0.91,1.19,54.23%
2022-06-30,1.26亿,-42.45%,1.06亿,-42.99%,23.38亿,4.62%,0.1596,3.85,1.53,0.97,-0.0100,5.37%,22.93%,3.90%,4.09%,222.74,1.23,145.97,76.77,1.36,0.85,0.80,1.16,53.77%
2022-03-31,3689.17万,-36.96%,2357.45万,-53.08%,9.41亿,7.08%,0.0468,4.03,1.53,1.16,-0.35,3.92%,25.15%,1.15%,1.15%,283.51,0.47,193.26,90.25,1.40,0.85,0.80,1.11,52.50%
