报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,5190.09万,16.86%,4849.75万,26.70%,9.95亿,4.13%,0.2501,6.25,2.36,2.66,0.26,5.20%,25.96%,3.99%,3.95%,257.64,1.18,153.05,104.60,1.86,1.06,0.94,0.74,42.10%
2024-03-31,1806.06万,7.50%,1597.74万,9.63%,4.32亿,-7.16%,0.0870,6.19,2.36,2.60,0.24,4.15%,27.09%,1.40%,1.39%,304.33,0.47,192.35,111.98,1.92,0.98,0.89,0.74,42.12%
2023-12-31,5919.58万,10.30%,4931.54万,27.67%,18.49亿,-13.42%,0.2841,6.10,2.36,2.51,0.69,3.33%,22.92%,4.70%,4.62%,267.83,2.10,171.76,96.08,1.97,1.03,0.89,0.73,41.87%
2023-09-30,4618.42万,-11.15%,3812.43万,-12.89%,13.96亿,-16.02%,0.2213,6.11,2.42,2.46,0.60,3.40%,22.99%,3.65%,3.59%,278.11,1.49,181.37,96.75,1.91,0.94,0.84,0.77,43.07%
2023-06-30,4441.40万,9.88%,3827.76万,11.24%,9.56亿,-12.42%,0.2127,6.09,2.40,2.46,0.29,4.74%,23.40%,3.50%,3.46%,270.94,0.99,181.71,89.23,1.91,0.88,0.78,0.76,42.64%
2023-03-31,1680.00万,-26.96%,1457.44万,-29.42%,4.65亿,-11.64%,0.0809,5.96,2.38,2.41,0.15,3.64%,21.70%,1.35%,1.34%,269.50,0.50,178.39,91.10,1.98,0.93,0.80,0.74,42.05%
2022-12-31,5366.67万,-37.37%,3862.75万,-49.08%,21.36亿,2.42%,0.2645,5.90,2.38,2.34,-0.64,2.65%,20.78%,4.57%,4.32%,205.92,2.81,127.91,78.02,2.07,1.00,0.85,0.68,40.05%
2022-09-30,5197.77万,-38.60%,4376.50万,-44.76%,16.63亿,5.19%,0.2523,5.78,2.33,2.33,-0.63,3.31%,20.89%,4.41%,4.27%,198.97,2.20,122.54,76.42,2.07,1.10,0.98,0.72,41.51%
2022-06-30,4041.91万,-32.57%,3441.11万,-38.94%,10.91亿,3.24%,0.1948,5.60,2.30,2.28,-0.52,3.89%,21.30%,3.55%,3.42%,208.51,1.41,128.01,80.49,1.97,1.07,0.96,0.82,44.64%
2022-03-31,2300.04万,-18.00%,2064.92万,-20.16%,5.27亿,9.34%,0.1091,5.54,2.26,2.32,-0.09,4.54%,21.03%,1.99%,1.97%,196.32,0.77,116.87,79.46,2.20,1.26,1.13,0.74,42.20%
2021-12-31,8568.43万,240.44%,7585.77万,674.16%,20.85亿,39.30%,0.4258,5.40,2.22,2.21,-0.20,3.84%,18.74%,8.07%,7.52%,155.19,4.23,85.14,70.05,2.28,1.38,1.23,0.71,41.19%
2021-09-30,8464.94万,408.58%,7922.32万,2196.67%,15.81亿,47.33%,0.4207,5.49,1.99,2.34,0.29,5.10%,18.95%,7.93%,7.66%,147.16,3.47,77.73,69.43,2.38,1.58,1.41,0.71,41.01%
2021-06-30,5994.12万,320.66%,5635.42万,1136.75%,10.57亿,57.28%,0.2979,5.35,1.98,2.21,0.31,5.32%,18.56%,5.66%,5.57%,139.80,2.59,69.49,70.30,2.44,1.63,1.48,0.64,38.66%
2021-03-31,2804.85万,3497.59%,2586.26万,631.82%,4.82亿,62.21%,0.1394,5.27,1.99,2.11,0.08,5.66%,17.43%,2.68%,2.65%,143.10,1.31,68.68,74.42,2.57,1.89,1.73,0.59,37.03%
2020-12-31,2516.91万,-16.45%,979.87万,-35.91%,14.97亿,1.29%,0.1251,5.12,1.99,1.97,0.30,1.59%,12.84%,2.44%,2.44%,164.02,4.45,80.83,83.19,3.01,2.06,1.85,0.41,28.95%
2020-09-30,1664.43万,-54.10%,344.95万,-85.56%,10.73亿,-2.34%,0.0827,5.12,1.99,1.93,0.13,1.49%,12.09%,1.61%,1.61%,166.22,3.31,81.58,84.64,3.54,2.66,2.44,0.33,24.71%
2020-06-30,1424.93万,-52.70%,455.67万,-80.10%,6.72亿,-11.83%,0.0708,5.16,1.99,1.92,0.07,2.05%,12.87%,1.37%,1.37%,184.16,1.89,95.15,89.01,3.28,2.36,2.18,0.37,26.80%
2020-03-31,77.96万,-94.01%,-486.31万,-155.75%,2.97亿,-15.28%,0.0039,5.19,1.99,1.96,-0.04,0.18%,12.68%,0.07%,0.07%,206.98,0.84,107.51,99.47,3.47,2.47,2.25,0.34,25.39%
2019-12-31,3012.30万,-73.47%,1528.95万,-84.45%,14.78亿,-20.24%,0.1497,5.17,1.99,1.95,0.33,1.88%,15.51%,2.91%,2.90%,179.31,3.58,100.57,78.75,3.32,2.46,2.23,0.36,26.58%
2019-09-30,3626.33万,-65.27%,2389.05万,-74.69%,10.99亿,-25.95%,0.1802,5.21,1.99,2.00,0.33,3.13%,16.11%,3.46%,3.46%,180.81,2.56,105.47,75.34,3.68,2.65,2.65,0.32,24.06%
2019-06-30,3012.25万,-61.77%,2289.62万,-68.69%,7.62亿,-24.55%,0.1497,5.15,1.99,1.97,0.13,3.80%,16.81%,2.87%,2.91%,183.25,1.70,106.19,77.06,2.97,2.14,2.14,0.44,30.22%
