报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,5248.52万,-6.49%,3597.68万,195.74%,4.26亿,-26.39%,0.1781,6.77,2.42,2.84,0.11,12.00%,26.42%,2.61%,2.63%,115.94,4.04,44.56,71.38,4.87,4.48,4.47,0.14,11.72%
2024-03-31,2868.01万,91.42%,1997.34万,247.61%,1.97亿,-36.80%,0.0973,6.83,2.42,2.86,-0.02,14.48%,28.67%,1.44%,1.43%,126.53,1.90,47.32,79.20,5.39,4.99,4.99,0.13,10.83%
2023-12-31,-1231.26万,-108.77%,-7599.54万,-162.11%,9.73亿,-33.48%,-0.0418,6.73,2.42,2.76,0.75,-2.92%,25.87%,-0.61%,-0.62%,117.39,6.57,54.78,62.61,4.72,4.41,4.41,0.15,12.73%
2023-09-30,4642.76万,-71.28%,-962.08万,-106.67%,8.03亿,-28.52%,0.1600,6.93,2.42,2.96,0.66,5.12%,30.57%,2.27%,2.27%,110.95,4.81,56.09,54.86,4.60,4.20,4.15,0.15,12.64%
2023-06-30,5612.63万,-51.86%,1216.49万,-88.82%,5.78亿,-30.05%,0.1905,6.96,2.42,2.99,0.54,9.86%,32.28%,2.74%,2.74%,105.71,3.39,53.09,52.62,4.31,3.99,3.95,0.15,12.83%
2023-03-31,1498.31万,-70.38%,574.60万,-87.49%,3.11亿,-24.51%,0.0508,6.90,2.42,2.95,0.16,4.40%,29.10%,0.74%,0.74%,114.01,1.44,62.49,51.51,4.34,3.72,3.70,0.15,12.92%
2022-12-31,1.40亿,25.97%,1.22亿,33.25%,14.62亿,-6.58%,0.4762,6.85,2.42,2.90,1.31,9.08%,32.94%,7.23%,6.96%,103.79,6.64,54.21,49.58,4.19,3.60,3.59,0.16,13.25%
2022-09-30,1.62亿,96.16%,1.44亿,104.97%,11.23亿,-0.20%,0.5500,6.92,2.42,3.02,0.91,13.78%,29.79%,8.28%,7.93%,102.41,4.97,54.33,48.09,5.66,4.67,4.63,0.12,10.16%
2022-06-30,1.17亿,146.88%,1.09亿,183.99%,8.27亿,16.12%,0.4000,6.75,2.42,2.87,0.46,13.48%,27.97%,6.05%,5.86%,102.00,3.81,47.26,54.74,4.66,3.95,3.92,0.14,12.07%
2022-03-31,5058.99万,544.93%,4593.68万,1191.12%,4.12亿,31.57%,0.1649,6.51,2.42,2.64,0.09,12.15%,27.43%,2.67%,2.64%,98.73,2.05,43.86,54.88,4.42,3.73,3.69,0.15,12.36%
2021-12-31,1.11亿,5.55%,9182.20万,11.26%,15.65亿,33.47%,0.3760,6.33,2.42,2.47,0.35,7.60%,22.90%,6.16%,5.97%,74.86,10.61,33.92,40.93,3.63,3.04,3.00,0.18,14.39%
2021-09-30,8240.78万,-28.12%,7037.08万,-29.63%,11.25亿,26.25%,0.2900,6.21,2.41,2.41,0.04,7.97%,27.49%,4.57%,4.50%,73.88,8.63,31.28,42.60,3.51,2.92,2.77,0.18,14.63%
2021-06-30,4722.55万,-49.71%,3830.51万,-56.01%,7.12亿,22.50%,0.1600,6.07,2.39,2.29,-0.10,7.22%,26.57%,2.64%,2.64%,74.87,5.87,30.68,44.19,3.26,2.85,2.80,0.19,15.03%
