报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,5668.14万,11.96%,5091.75万,11.90%,2.93亿,24.53%,0.3100,8.08,3.60,3.26,0.22,18.93%,39.75%,3.81%,3.83%,183.64,1.49,120.43,63.21,3.59,2.88,2.80,0.19,15.86%
2024-03-31,3088.89万,25.85%,2906.44万,26.01%,1.47亿,22.27%,0.1700,8.13,3.60,3.31,0.04,20.99%,38.81%,2.10%,2.07%,174.66,0.80,112.98,61.68,3.65,2.97,2.88,0.19,15.81%
2023-12-31,1.10亿,39.36%,9535.41万,34.91%,5.01亿,0.85%,0.6100,7.97,3.60,3.15,0.36,21.91%,38.34%,7.78%,7.54%,157.86,3.95,91.19,66.68,3.41,2.87,2.77,0.20,16.63%
2023-09-30,7989.82万,47.64%,7170.69万,46.42%,3.76亿,0.59%,0.4400,7.80,3.60,3.01,0.42,21.21%,38.33%,5.69%,5.59%,136.03,4.24,63.68,72.35,3.95,3.51,3.41,0.18,15.07%
2023-06-30,5062.70万,30.85%,4550.41万,24.10%,2.35亿,-14.64%,0.2800,7.64,3.60,2.85,0.35,21.52%,37.13%,3.62%,3.62%,142.31,2.47,72.91,69.40,4.28,3.86,3.77,0.17,14.50%
2023-03-31,2454.51万,10.31%,2306.49万,9.16%,1.20亿,-21.99%,0.1400,7.63,3.60,2.85,0.06,20.43%,35.25%,1.77%,1.76%,139.93,1.35,66.53,73.40,5.39,4.90,4.78,0.14,12.31%
2022-12-31,7893.06万,23.68%,7067.73万,13.35%,4.97亿,0.37%,0.4700,7.50,3.60,2.72,0.40,15.89%,27.60%,6.69%,5.75%,122.79,5.68,63.39,59.39,5.30,4.89,4.73,0.15,12.88%
2022-09-30,5411.59万,16.79%,4897.45万,8.94%,3.74亿,5.17%,0.3300,7.49,3.60,2.61,0.30,14.46%,25.35%,4.58%,3.94%,128.87,4.22,64.01,64.86,5.27,4.93,4.77,0.16,14.08%
2022-06-30,3868.95万,4.64%,3666.64万,1.32%,2.75亿,11.26%,0.2600,7.41,3.60,2.53,0.19,14.05%,23.74%,4.11%,2.85%,123.46,3.20,56.22,67.24,6.74,6.35,6.24,0.14,11.92%
2022-03-31,2225.11万,8.04%,2113.02万,3.87%,1.54亿,23.58%,0.1600,6.70,2.03,3.31,-0.0100,14.45%,23.34%,2.38%,2.36%,108.68,1.83,49.21,59.47,4.42,4.03,3.93,0.20,16.30%
2021-12-31,6381.61万,-42.49%,6235.07万,-23.04%,4.95亿,27.06%,0.4500,6.55,2.03,3.15,0.56,12.89%,23.90%,7.07%,6.92%,108.40,6.23,57.80,50.60,4.97,4.46,4.41,0.17,14.41%
2021-09-30,4633.50万,-48.71%,4495.59万,-27.11%,3.56亿,29.33%,0.3300,6.42,2.03,3.04,0.18,13.02%,23.65%,5.15%,5.12%,104.51,4.93,54.75,49.76,6.07,5.50,5.17,0.14,12.25%
