报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,2.11亿,6.82%,2.08亿,9.85%,29.37亿,6.59%,0.2988,7.44,2.89,3.11,0.48,7.13%,16.10%,4.01%,4.02%,119.23,4.63,38.86,80.38,6.40,5.93,5.85,0.66,37.47%
2024-03-31,1.17亿,448.08%,1.16亿,553.45%,14.68亿,27.34%,0.1664,7.55,2.89,3.23,0.08,8.04%,16.47%,2.23%,2.20%,124.28,2.21,40.72,83.56,5.66,5.18,5.09,0.49,31.70%
2023-12-31,3.76亿,2.52%,3.69亿,7.42%,55.86亿,-9.22%,0.5328,7.39,2.89,3.06,1.03,6.74%,15.37%,7.41%,7.21%,131.56,8.24,43.67,87.88,4.08,3.60,3.54,0.29,22.16%
2023-09-30,3.03亿,-14.94%,2.92亿,-15.80%,42.26亿,-14.65%,0.4292,7.29,2.89,3.01,0.95,7.17%,15.04%,6.00%,5.89%,130.13,6.47,41.73,88.40,4.03,3.59,3.53,0.29,22.73%
2023-06-30,1.97亿,-19.59%,1.90亿,-20.62%,27.56亿,-23.12%,0.2797,7.14,2.89,2.86,0.53,7.17%,14.13%,3.92%,3.92%,140.34,4.12,43.71,96.63,3.75,3.31,3.26,0.32,24.09%
2023-03-31,2142.30万,-72.65%,1770.89万,-77.24%,11.53亿,-27.39%,0.0304,7.08,2.89,2.81,0.33,1.85%,12.33%,0.43%,0.43%,157.14,1.81,49.80,107.33,4.37,3.85,3.81,0.27,21.32%
2022-12-31,3.67亿,-25.31%,3.43亿,-24.41%,61.53亿,-19.90%,0.5197,7.05,2.89,2.78,1.04,5.98%,12.17%,7.62%,7.37%,145.43,7.63,47.18,98.25,4.65,4.05,4.02,0.25,20.23%
2022-09-30,3.56亿,-12.08%,3.46亿,-10.68%,49.51亿,-12.26%,0.5046,7.04,2.89,2.82,0.67,7.21%,12.06%,7.39%,7.17%,142.61,5.25,51.48,91.13,4.70,3.87,3.84,0.26,20.54%
2022-06-30,2.45亿,-16.38%,2.39亿,-14.78%,35.85亿,-4.65%,0.3478,6.88,2.89,2.67,-0.33,6.87%,12.64%,5.14%,5.06%,157.36,3.35,53.67,103.69,3.52,2.81,2.78,0.36,26.34%
2022-03-31,7831.81万,-51.25%,7780.23万,-49.78%,15.88亿,-16.45%,0.1110,6.74,2.89,2.53,0.24,4.95%,13.76%,1.66%,1.65%,162.46,1.42,63.57,98.89,3.50,2.74,2.71,0.36,26.54%
