报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,1246.83万,15.69%,640.14万,-16.96%,6.49亿,-10.89%,0.0129,2.41,3.70,-2.40,0.04,1.90%,75.23%,0.54%,0.54%,562.87,0.42,425.03,137.84,1.88,1.26,1.23,0.97,49.33%
2024-03-31,918.63万,31.94%,633.69万,33.43%,2.96亿,-4.21%,0.0095,2.41,3.70,-2.41,-0.0100,3.10%,72.95%,0.40%,0.39%,577.10,0.21,424.53,152.57,1.89,1.27,1.25,0.98,49.46%
2023-12-31,4393.37万,45.71%,2942.41万,45.35%,14.73亿,0.18%,0.0500,2.40,3.70,-2.42,0.12,2.93%,74.27%,1.86%,1.90%,468.82,1.01,356.33,112.49,1.94,1.28,1.25,0.95,48.71%
2023-09-30,1555.06万,24.76%,1084.20万,65.80%,10.44亿,3.01%,0.0161,2.40,3.73,-2.45,0.09,1.42%,75.09%,0.66%,0.67%,507.19,0.68,397.82,109.37,2.05,1.27,1.24,0.93,48.10%
2023-06-30,1077.69万,43.12%,770.92万,107.07%,7.28亿,5.01%,0.0112,2.43,3.77,-2.45,0.04,1.41%,74.67%,0.46%,0.46%,476.82,0.49,370.52,106.30,2.14,1.38,1.37,0.92,47.54%
2023-03-31,696.24万,20.29%,474.92万,11.39%,3.09亿,-13.70%,0.0072,2.43,3.77,-2.46,0.0070,2.18%,73.10%,0.30%,0.30%,539.74,0.21,424.73,115.02,2.20,1.34,1.31,0.91,47.22%
2022-12-31,3015.13万,-14.52%,2024.35万,-0.30%,14.71亿,-2.95%,0.0300,2.42,3.77,-2.46,0.21,1.98%,75.98%,1.30%,1.29%,485.12,0.92,390.33,94.79,1.84,1.25,1.19,0.99,49.45%
2022-09-30,1246.48万,-21.03%,653.92万,18.23%,10.14亿,-6.44%,0.0129,2.40,3.77,-2.48,0.09,1.16%,75.22%,0.54%,0.54%,506.79,0.66,409.28,97.52,1.99,1.29,1.27,0.96,48.58%
2022-06-30,752.99万,-67.20%,372.30万,-76.71%,6.94亿,-11.61%,0.0078,2.39,3.77,-2.49,0.06,1.02%,75.44%,0.33%,0.33%,496.59,0.45,397.44,99.15,0.53,0.35,0.35,0.98,49.17%
2022-03-31,578.81万,42.19%,426.34万,360.91%,3.58亿,-6.64%,0.0060,2.39,3.77,-2.49,0.0070,1.56%,74.54%,0.25%,0.25%,469.46,0.24,371.59,97.87,0.52,0.34,0.34,0.99,49.41%
