报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,5.30亿,-15.41%,5.20亿,-11.80%,46.22亿,2.73%,0.3823,7.17,1.53,4.31,0.51,11.47%,16.93%,5.27%,5.31%,68.39,4.69,38.35,30.04,1.71,1.06,0.79,0.26,20.80%
2024-03-31,2.10亿,-45.28%,2.05亿,-45.89%,20.92亿,-10.06%,0.1518,7.23,1.53,4.28,0.18,10.06%,17.05%,2.11%,2.09%,76.46,2.07,43.51,32.95,1.91,1.27,0.93,0.23,18.91%
2023-12-31,11.80亿,-26.21%,10.90亿,-30.75%,87.74亿,-23.72%,0.8500,7.05,1.58,4.10,0.22,13.45%,20.01%,11.96%,11.93%,70.50,8.86,40.64,29.86,2.05,1.51,0.98,0.19,15.73%
2023-09-30,9.12亿,-28.34%,8.79亿,-29.76%,66.16亿,-26.06%,0.6556,6.91,1.58,3.91,0.14,13.79%,21.01%,9.19%,9.41%,69.28,6.62,40.79,28.49,2.00,1.41,0.83,0.19,15.79%
2023-06-30,6.26亿,-39.02%,5.90亿,-41.89%,44.99亿,-27.63%,0.4500,6.92,1.57,3.90,0.08,13.91%,21.09%,6.28%,6.46%,62.10,5.33,33.79,28.32,1.90,1.50,1.07,0.22,17.70%
2023-03-31,3.85亿,-34.13%,3.79亿,-34.43%,23.26亿,-19.70%,0.2765,7.25,1.58,4.22,0.05,16.56%,23.00%,3.86%,3.79%,68.91,2.18,41.22,27.69,1.95,1.47,1.19,0.25,19.69%
2022-12-31,15.99亿,-11.68%,15.73亿,-13.59%,115.03亿,26.90%,1.1500,6.96,1.58,3.95,1.10,13.89%,21.77%,16.88%,16.37%,59.55,9.54,37.73,21.82,1.82,1.38,1.06,0.25,20.19%
2022-09-30,12.72亿,5.15%,12.52亿,3.48%,89.48亿,50.07%,0.9078,6.77,1.57,3.72,0.55,14.20%,22.29%,13.43%,13.40%,54.39,8.57,31.50,22.89,1.64,1.35,0.93,0.28,21.55%
2022-06-30,10.27亿,44.05%,10.15亿,42.95%,62.17亿,84.61%,0.7323,6.77,1.66,3.74,0.56,16.51%,25.59%,10.85%,10.68%,62.55,4.43,40.67,21.88,1.59,1.20,0.91,0.30,23.15%
2022-03-31,5.84亿,71.89%,5.78亿,71.46%,28.97亿,74.04%,0.4165,6.77,1.66,3.73,-0.04,20.15%,28.49%,6.27%,6.08%,72.32,1.89,47.58,24.74,1.74,1.22,0.91,0.26,20.65%
2021-12-31,18.10亿,38.83%,18.21亿,37.95%,90.64亿,60.87%,1.2900,6.35,1.65,3.32,1.25,20.19%,28.94%,21.38%,20.06%,73.67,7.27,49.53,24.14,1.40,0.98,0.80,0.33,25.00%
2021-09-30,12.10亿,42.14%,12.10亿,42.49%,59.63亿,49.42%,0.8657,5.87,1.71,2.95,0.64,20.63%,29.80%,14.60%,14.37%,68.24,6.42,42.06,26.18,1.27,0.96,0.71,0.31,23.62%
2021-06-30,7.13亿,28.47%,7.10亿,28.60%,33.68亿,34.04%,0.5107,5.76,1.71,2.84,0.14,21.17%,30.56%,8.81%,8.63%,86.46,3.16,56.90,29.56,1.29,0.90,0.69,0.30,23.16%
2021-03-31,3.40亿,39.54%,3.37亿,38.19%,16.64亿,40.80%,0.2371,5.66,1.74,2.78,-0.12,20.39%,29.66%,4.28%,4.19%,78.72,1.78,50.44,28.29,1.44,1.00,0.69,0.23,18.34%
