报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,5.08亿,69.82%,2.62亿,2.25%,29.81亿,2.56%,0.2300,1.89,0.11,0.62,0.83,16.94%,22.59%,13.13%,12.39%,134.90,2.60,69.36,65.55,1.76,1.51,1.51,0.64,38.99%
2024-03-31,2.57亿,-36.64%,2.50亿,-24.26%,22.74亿,-6.70%,0.1200,1.78,0.11,0.52,0.25,11.08%,24.50%,6.84%,6.65%,118.16,1.92,46.77,71.39,1.40,1.24,1.24,1.12,52.76%
2023-12-31,5087.08万,-76.48%,2517.02万,-91.03%,48.37亿,-41.15%,0.0200,1.67,0.11,0.41,0.41,0.75%,23.60%,1.42%,1.40%,279.70,2.56,140.47,139.23,1.44,1.01,1.01,0.93,47.86%
2023-09-30,8187.64万,-43.22%,5588.44万,-79.02%,31.01亿,-44.09%,0.0400,1.67,0.12,0.44,0.89,2.42%,24.61%,2.28%,2.25%,269.95,1.68,160.76,109.19,1.62,1.07,1.07,0.65,39.27%
2023-06-30,2.99亿,7.36%,2.57亿,-23.82%,29.06亿,-41.02%,0.1400,1.80,0.12,0.54,1.09,10.22%,27.39%,8.00%,7.63%,186.55,1.83,98.39,88.16,1.47,1.26,1.26,0.91,47.38%
2023-03-31,4.06亿,195.81%,3.30亿,63.82%,24.37亿,-22.70%,0.1900,1.91,0.12,0.61,0.55,16.60%,28.99%,10.55%,9.75%,147.49,1.44,62.40,85.08,1.35,1.19,1.19,1.22,54.81%
2022-12-31,2.16亿,72.78%,2.81亿,40.62%,82.19亿,0.84%,0.1000,1.62,0.12,0.42,0.11,1.96%,17.20%,6.16%,6.13%,205.27,3.37,106.84,98.43,1.27,0.89,0.89,1.35,57.33%
2022-09-30,1.44亿,-58.25%,2.66亿,-18.21%,55.46亿,9.18%,0.0700,1.53,0.12,0.40,0.71,1.83%,13.16%,4.21%,4.34%,198.01,2.12,127.44,70.57,1.54,0.82,0.82,1.26,55.42%
2022-06-30,2.79亿,-39.18%,3.37亿,-8.33%,49.27亿,17.13%,0.1300,1.65,0.12,0.47,0.76,4.81%,14.45%,7.78%,7.74%,152.96,2.11,85.32,67.64,1.58,1.08,1.08,1.21,54.45%
2022-03-31,1.37亿,-41.58%,2.01亿,-16.05%,31.53亿,15.21%,0.0600,1.66,0.12,0.44,0.34,4.27%,15.45%,3.86%,3.81%,138.40,1.30,69.32,69.08,1.39,1.00,1.00,1.61,61.18%
2021-12-31,1.25亿,-76.39%,1.99亿,-52.07%,81.51亿,64.51%,0.0600,1.61,0.12,0.37,-0.08,1.50%,14.13%,3.45%,3.56%,179.44,3.53,101.89,77.55,1.22,0.73,0.73,1.67,62.07%
2021-09-30,3.45亿,-28.61%,3.26亿,-23.28%,50.80亿,54.62%,0.1600,1.71,0.12,0.48,0.31,6.74%,15.24%,9.16%,9.30%,174.95,2.27,118.69,56.27,1.43,0.68,0.68,0.97,48.75%
2021-06-30,4.58亿,-24.57%,3.67亿,-12.10%,42.06亿,42.86%,0.2100,1.75,0.12,0.53,0.62,10.89%,16.99%,11.71%,12.04%,123.20,2.67,67.36,55.84,1.56,1.12,1.12,0.79,43.56%
2021-03-31,2.35亿,-28.26%,2.40亿,-17.87%,27.37亿,35.36%,0.1100,1.81,0.12,0.57,0.17,8.57%,20.73%,6.06%,5.96%,112.17,1.72,52.42,59.75,1.47,1.14,1.14,0.95,48.17%
