报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,4666.48万,-29.27%,4118.65万,-39.14%,7.32亿,23.68%,0.2288,6.25,3.41,1.73,-0.24,6.05%,23.62%,3.52%,3.65%,326.54,0.90,199.87,126.67,1.52,0.87,0.80,1.70,61.60%
2024-03-31,3021.97万,70.00%,2544.46万,94.12%,3.55亿,73.29%,0.1926,8.59,4.69,2.55,-0.0057,8.12%,23.49%,2.27%,2.24%,333.17,0.41,217.13,116.04,1.41,0.74,0.66,1.48,58.38%
2023-12-31,1.13亿,16.19%,1.01亿,110.38%,13.04亿,62.19%,0.7225,8.38,4.67,2.35,-0.55,8.67%,29.03%,8.99%,8.60%,304.33,1.81,198.81,105.53,1.25,0.65,0.58,1.49,58.42%
2023-09-30,9285.81万,13.73%,9017.20万,132.13%,9.16亿,57.42%,0.5939,8.25,4.66,2.33,-0.41,10.45%,28.77%,7.36%,7.18%,321.68,1.29,208.64,113.04,1.38,0.79,0.70,1.17,52.40%
2023-06-30,6597.68万,72.57%,6767.46万,101.04%,5.92亿,55.16%,0.3252,8.05,4.64,2.16,-0.22,11.62%,28.18%,5.30%,5.22%,293.61,1.01,179.02,114.60,1.56,0.96,0.86,0.93,47.04%
2023-03-31,1777.66万,-3.20%,1310.74万,-16.83%,2.05亿,11.38%,0.1139,10.25,6.51,2.42,-0.63,8.49%,25.61%,1.46%,1.44%,382.69,0.38,235.29,147.40,1.85,1.11,1.05,0.74,41.55%
2022-12-31,9729.82万,1538.08%,4824.21万,529.60%,8.04亿,75.92%,0.7484,10.08,6.48,2.27,-0.58,13.34%,30.29%,11.96%,8.05%,325.00,1.76,204.89,120.10,2.00,1.33,1.24,0.81,43.75%
2022-09-30,8164.99万,4201.79%,3884.61万,2643.74%,5.82亿,108.38%,0.6281,8.51,4.55,2.65,-0.71,16.00%,27.82%,10.13%,9.59%,311.60,1.36,198.22,113.37,1.60,0.92,0.88,1.09,50.90%
2022-06-30,3823.25万,3009.71%,3366.30万,2553.26%,3.81亿,122.02%,0.2941,8.04,4.51,2.22,-0.42,11.66%,28.34%,4.88%,4.76%,302.51,0.93,193.90,108.61,1.61,0.93,0.87,1.02,49.49%
2022-03-31,1836.39万,827.17%,1575.96万,7716.79%,1.84亿,134.86%,0.1836,7.80,4.47,2.02,-0.21,11.30%,26.19%,2.38%,2.35%,270.62,0.52,171.46,99.16,1.89,1.05,0.96,0.75,42.23%
2021-12-31,-676.58万,-13.23%,-1122.95万,45.66%,4.57亿,25.08%,-0.0700,7.62,4.47,1.84,-0.46,-1.59%,26.31%,-0.88%,-0.89%,367.88,1.58,227.80,140.08,1.86,1.06,0.98,0.74,41.99%
2021-09-30,189.80万,221.31%,-152.71万,82.48%,2.79亿,9.18%,0.0190,7.70,4.47,1.92,-0.62,1.53%,24.69%,0.25%,0.25%,447.56,0.93,289.02,158.54,2.25,1.23,1.16,0.59,36.61%
2021-06-30,122.95万,116.25%,-137.22万,88.77%,1.72亿,-2.24%,0.0123,7.70,4.47,1.92,-0.45,2.00%,23.76%,0.16%,0.16%,439.77,0.68,263.70,176.07,2.67,1.46,1.36,0.49,32.20%
2021-03-31,198.06万,154.08%,20.16万,103.13%,7836.45万,-11.18%,0.0198,7.70,4.47,1.93,-0.23,4.10%,27.60%,0.26%,0.26%,474.69,0.31,286.72,187.97,2.71,1.61,1.46,0.39,27.79%
2020-12-31,-597.50万,-143.60%,-2066.40万,-1995.44%,3.65亿,21.11%,-0.0600,7.68,4.47,1.91,-0.28,-1.40%,25.32%,-0.77%,-0.78%,407.86,1.43,251.24,156.62,2.60,1.64,1.49,0.40,28.28%
2020-09-30,-156.46万,-106.07%,-871.51万,-214.96%,2.56亿,12.62%,-0.0200,7.73,4.47,1.95,-0.38,-0.06%,24.33%,-0.20%,-0.20%,492.20,0.90,299.04,193.16,2.80,1.42,1.42,0.37,26.87%
2020-06-30,-756.48万,-134.97%,-1221.64万,-216.99%,1.76亿,24.12%,-0.0800,7.67,4.47,1.89,0.05,-3.61%,19.88%,-0.98%,-0.99%,449.89,0.66,270.84,179.05,2.77,1.61,1.61,0.40,28.20%
2020-03-31,-366.24万,-113.76%,-644.61万,-132.92%,8823.12万,-19.08%,-0.0366,7.76,4.47,1.97,0.21,-3.57%,8.77%,-0.47%,-0.47%,381.60,0.39,233.52,148.08,3.13,1.33,1.33,0.36,26.47%
2019-12-31,1370.33万,-86.16%,109.02万,-98.49%,3.02亿,-25.55%,0.1400,7.79,4.47,2.02,-0.23,4.97%,29.73%,1.76%,1.76%,513.29,1.16,310.10,203.18,3.21,2.16,2.16,0.36,26.57%
2019-09-30,2575.96万,-68.87%,758.10万,False,2.27亿,-37.42%,0.2600,7.91,4.47,2.16,-0.55,11.54%,30.16%,3.29%,3.26%,471.80,1.09,248.85,222.96,4.61,2.17,2.17,0.25,20.09%
