报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,8965.02万,-68.53%,7424.94万,-72.76%,38.81亿,-9.92%,0.1900,16.73,3.24,12.57,0.07,2.15%,34.76%,1.08%,1.14%,269.51,10.62,16.95,252.56,2.96,2.81,2.79,0.42,29.04%
2024-03-31,-1863.71万,-112.46%,-2929.48万,-120.83%,18.41亿,-13.05%,-0.0400,17.50,3.24,13.21,-0.30,-1.43%,32.09%,-0.22%,-0.23%,281.42,5.12,17.57,263.85,3.06,2.92,2.88,0.39,27.77%
2023-12-31,6.43亿,-76.64%,3.65亿,-86.52%,85.40亿,-44.82%,1.3800,17.84,3.23,13.24,2.63,7.46%,36.48%,7.54%,7.69%,282.21,16.60,21.68,260.53,3.07,2.95,2.93,0.39,27.37%
2023-09-30,5.76亿,-76.47%,3.43亿,-85.81%,63.10亿,-48.32%,1.2300,18.14,3.42,13.14,1.09,8.98%,37.44%,6.64%,6.80%,302.70,11.64,23.20,279.50,2.92,2.80,2.78,0.41,28.66%
2023-06-30,2.85亿,-82.66%,2.73亿,-83.01%,43.09亿,-48.17%,0.6100,17.40,3.32,12.52,0.76,6.55%,38.77%,3.24%,3.50%,302.02,7.83,22.99,279.03,2.61,2.51,2.48,0.47,31.53%
2023-03-31,1.50亿,-82.40%,1.41亿,-83.20%,21.18亿,-50.19%,0.3200,18.80,3.29,14.01,0.47,6.64%,37.92%,1.72%,1.70%,313.26,3.76,23.96,289.30,2.55,2.45,2.42,0.50,32.72%
2022-12-31,27.55亿,24.11%,27.05亿,23.58%,154.76亿,29.58%,5.9100,18.48,3.25,13.69,4.17,18.37%,43.13%,36.95%,31.89%,151.32,23.46,15.35,135.97,2.33,2.22,2.19,0.58,36.11%
2022-09-30,24.48亿,46.41%,24.14亿,46.43%,122.08亿,41.67%,5.2500,17.85,3.22,13.04,2.85,20.77%,44.82%,32.86%,29.37%,148.53,18.32,14.74,133.79,2.20,2.10,2.06,0.64,38.44%
2022-06-30,16.43亿,55.11%,16.05亿,55.89%,83.12亿,52.37%,3.5300,17.25,3.10,12.63,1.83,20.85%,44.68%,22.94%,20.45%,141.21,13.02,13.83,127.38,2.15,2.06,2.03,0.67,39.40%
2022-03-31,8.50亿,58.00%,8.37亿,57.84%,42.51亿,58.70%,1.8300,15.43,3.03,10.93,0.19,21.39%,46.30%,12.60%,11.83%,132.50,5.94,15.14,117.36,2.07,1.96,1.92,0.71,40.71%
2021-12-31,22.20亿,47.03%,21.89亿,50.18%,119.43亿,44.88%,4.8000,13.54,2.96,9.11,4.48,19.79%,47.29%,44.20%,35.21%,127.60,21.59,16.68,110.92,2.13,2.02,1.98,0.67,39.33%
