报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,866.10万,164.90%,910.83万,281.38%,2.52亿,-7.16%,0.0628,3.08,1.60,0.28,0.19,3.44%,31.73%,2.07%,2.04%,311.24,0.82,220.48,90.76,1.23,0.64,0.51,1.45,59.20%
2024-03-31,485.60万,159.02%,460.78万,151.34%,1.23亿,-1.32%,0.0352,3.04,1.60,0.26,0.08,3.94%,26.81%,1.17%,1.16%,303.14,0.43,207.28,95.87,1.25,0.69,0.57,1.51,60.19%
2023-12-31,2378.08万,118.01%,2101.03万,115.61%,5.44亿,7.33%,0.1723,3.00,1.60,0.22,0.47,4.37%,29.64%,5.90%,5.74%,302.39,1.71,210.44,91.95,1.35,0.70,0.64,1.48,59.71%
2023-09-30,1175.99万,136.75%,1062.55万,131.94%,4.01亿,11.86%,0.0852,2.93,1.60,0.13,0.43,2.93%,27.04%,2.96%,2.91%,304.58,1.30,207.98,96.60,1.40,0.71,0.63,1.51,60.16%
2023-06-30,326.96万,119.42%,238.83万,113.60%,2.71亿,18.32%,0.0237,2.87,1.60,0.07,0.11,1.21%,24.25%,0.83%,0.83%,304.55,0.88,204.36,100.19,1.35,0.63,0.59,1.53,60.52%
2023-03-31,-822.79万,-133.27%,-897.51万,-117.75%,1.25亿,9.59%,-0.0596,2.78,1.60,-0.0100,0.13,-6.58%,20.27%,-2.12%,-2.15%,316.50,0.42,212.57,103.94,1.31,0.64,0.63,1.66,62.47%
2022-12-31,-1.32亿,-2017.16%,-1.35亿,-3326.29%,5.07亿,4.47%,-0.9566,2.83,1.59,0.05,0.04,-26.03%,23.30%,-29.06%,-33.86%,304.05,1.74,206.40,97.65,1.37,0.61,0.60,1.57,61.04%
2022-09-30,-3199.89万,-2283.13%,-3326.88万,-2551.83%,3.58亿,6.44%,-0.2319,3.54,1.58,0.77,-0.20,-8.93%,19.71%,-6.42%,-6.55%,312.58,1.29,209.16,103.42,1.29,0.55,0.53,1.19,54.34%
2022-06-30,-1683.50万,-519.24%,-1755.58万,-739.22%,2.29亿,-3.51%,-0.1220,3.63,1.57,0.88,-0.13,-7.35%,21.62%,-3.32%,-3.36%,329.72,0.80,226.19,103.53,1.38,0.62,0.59,1.16,53.70%
2022-03-31,-352.72万,-181.36%,-412.18万,-201.80%,1.14亿,-0.88%,-0.0256,3.71,1.56,0.98,0.0053,-3.09%,21.84%,-0.69%,-0.69%,316.03,0.42,215.67,100.36,1.46,0.75,0.72,1.11,52.56%
2021-12-31,688.60万,-55.11%,417.15万,339.86%,4.85亿,30.28%,0.0499,3.73,1.55,1.00,0.30,1.42%,26.50%,1.34%,1.34%,289.82,1.82,197.43,92.39,1.48,0.77,0.73,0.97,49.32%
2021-09-30,146.57万,-66.83%,-125.46万,-501.34%,3.37亿,25.87%,0.0106,3.68,1.54,0.97,0.03,0.44%,26.01%,0.29%,0.29%,306.11,1.29,210.05,96.06,1.50,0.79,0.67,0.98,49.54%
2021-06-30,401.56万,104.74%,274.65万,464.42%,2.37亿,43.12%,0.0291,3.69,1.53,0.98,0.05,1.69%,26.67%,0.79%,0.79%,283.37,0.95,189.21,94.15,1.51,0.90,0.78,0.98,49.48%
2021-03-31,433.53万,121.19%,404.89万,239.40%,1.15亿,46.50%,0.0314,3.73,1.51,1.04,-0.09,3.77%,24.38%,0.85%,0.84%,295.95,0.47,192.80,103.15,1.54,0.85,0.79,0.92,47.93%
2020-12-31,1533.93万,311.20%,94.84万,148.03%,3.73亿,11.01%,0.1112,3.69,1.51,1.00,0.44,4.12%,25.63%,3.06%,3.02%,350.67,1.50,240.61,110.06,1.77,0.93,0.83,0.44,30.75%
2020-09-30,441.85万,16.12%,31.26万,207.90%,2.67亿,10.73%,0.0320,3.60,1.51,0.93,0.15,1.65%,24.84%,0.89%,0.89%,372.93,1.06,253.71,119.22,1.75,0.86,0.76,0.46,31.34%
2020-06-30,196.13万,443.83%,-75.37万,76.92%,1.66亿,-0.86%,0.0142,5.39,2.77,1.37,0.03,1.18%,25.16%,0.40%,0.40%,399.54,0.64,280.20,119.34,1.81,0.80,0.71,0.42,29.45%
2020-03-31,196.00万,147.37%,119.30万,124.74%,7856.72万,-10.21%,0.0142,5.39,2.77,1.37,0.0042,2.49%,25.52%,0.40%,0.40%,413.71,0.31,288.55,125.16,1.92,0.85,0.81,0.38,27.51%
2019-12-31,373.04万,-63.66%,-197.44万,-127.22%,3.36亿,-5.30%,0.0270,5.36,2.77,1.35,0.41,1.11%,24.30%,0.76%,0.76%,375.65,1.38,261.29,114.36,1.76,0.88,0.84,0.45,30.89%
