报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,9102.06万,1.86%,8494.87万,2.14%,10.66亿,3.22%,0.1166,2.85,1.16,0.74,0.22,8.50%,33.30%,4.04%,4.10%,255.99,1.02,176.13,79.86,1.07,0.69,0.64,1.43,56.05%
2024-03-31,4514.32万,22.27%,4187.20万,28.56%,5.19亿,-1.49%,0.0578,2.89,1.15,0.78,0.09,9.16%,34.18%,2.00%,2.00%,262.48,0.49,182.52,79.96,1.02,0.65,0.60,1.36,54.75%
2023-12-31,8645.70万,14.34%,7793.29万,12.88%,21.74亿,2.42%,0.1108,2.88,1.15,0.72,0.25,4.34%,29.55%,3.88%,3.85%,230.45,2.28,158.24,72.21,0.90,0.58,0.54,1.31,53.85%
2023-09-30,1.03亿,0.59%,9504.63万,-3.45%,15.70亿,-3.86%,0.1321,2.91,1.15,0.75,0.22,7.25%,31.10%,4.58%,4.54%,232.68,1.68,161.16,71.53,0.95,0.63,0.59,1.23,52.43%
2023-06-30,8935.93万,3.08%,8316.65万,-0.67%,10.32亿,-8.26%,0.1145,2.89,1.14,0.73,0.11,9.27%,29.89%,3.94%,3.97%,247.27,1.00,179.84,67.43,1.01,0.58,0.54,1.13,50.20%
2023-03-31,3692.01万,16.20%,3257.04万,15.08%,5.27亿,1.45%,0.0473,2.89,1.14,0.76,-0.03,7.67%,29.41%,1.65%,1.64%,242.16,0.53,170.36,71.80,1.11,0.62,0.57,0.94,46.20%
2022-12-31,7561.64万,-19.55%,6903.84万,-13.75%,21.23亿,2.15%,0.0969,2.85,1.14,0.71,0.16,5.56%,28.92%,3.09%,3.40%,214.12,2.41,149.48,64.64,1.05,0.61,0.58,0.94,46.17%
2022-09-30,1.02亿,-7.09%,9844.72万,-0.46%,16.33亿,13.48%,0.1313,3.14,1.38,0.75,0.22,8.46%,28.61%,4.15%,4.19%,198.47,1.94,139.30,59.17,1.16,0.74,0.69,0.77,40.35%
2022-06-30,8669.19万,-15.27%,8373.12万,-9.46%,11.25亿,17.11%,0.1111,3.20,1.38,0.73,0.09,9.95%,28.62%,3.50%,3.47%,191.45,1.32,136.33,55.12,1.35,0.80,0.73,0.60,34.69%
2022-03-31,3177.16万,-54.61%,2830.12万,-55.60%,5.20亿,12.46%,0.0407,3.16,1.38,0.66,0.05,8.37%,30.40%,1.29%,1.29%,206.86,0.61,147.25,59.61,1.44,0.90,0.79,0.58,34.13%
2021-12-31,9399.24万,-19.89%,8004.19万,-20.00%,20.78亿,14.51%,0.1351,3.12,1.38,0.62,0.20,5.88%,31.33%,4.81%,3.86%,185.87,2.79,129.23,56.64,1.42,0.88,0.82,0.56,33.66%
2021-09-30,1.10亿,8.18%,9890.48万,3.66%,14.39亿,19.21%,0.1652,3.16,1.38,0.64,0.22,9.40%,33.70%,6.08%,4.48%,192.02,1.99,135.61,56.41,1.57,1.00,0.90,0.52,32.46%
2021-06-30,1.02亿,7.70%,9247.88万,0.61%,9.61亿,13.27%,0.1611,2.60,0.66,0.77,0.17,12.52%,34.90%,6.22%,6.20%,203.35,1.22,147.03,56.31,0.88,0.45,0.40,1.06,49.24%
2021-03-31,7000.12万,29.45%,6374.05万,19.89%,4.62亿,6.73%,0.1100,2.65,0.66,0.82,-0.04,16.89%,40.89%,4.24%,4.15%,224.07,0.56,161.84,62.23,0.96,0.57,0.50,1.07,49.76%
2020-12-31,1.17亿,-36.56%,1.00亿,-31.39%,18.15亿,1.81%,0.1800,2.54,0.66,0.71,0.41,7.67%,34.71%,7.13%,7.27%,193.90,2.70,133.23,60.67,0.90,0.53,0.46,1.01,48.18%
2020-09-30,1.02亿,-28.84%,9541.64万,-29.86%,12.07亿,-3.33%,0.1600,2.54,0.66,0.70,0.23,9.80%,39.40%,6.14%,6.31%,229.43,1.60,169.16,60.26,0.91,0.47,0.39,0.95,46.70%
2020-06-30,9500.54万,-9.55%,9191.45万,-7.56%,8.48亿,1.77%,0.1500,2.55,0.66,0.68,0.18,12.63%,37.56%,5.59%,5.85%,211.61,1.18,153.19,58.42,0.93,0.54,0.46,0.98,47.58%
2020-03-31,5407.59万,43.31%,5316.64万,48.60%,4.33亿,12.58%,0.0900,2.74,0.66,0.87,0.0003,13.73%,38.32%,3.17%,3.11%,212.63,0.62,146.06,66.57,1.08,0.71,0.64,0.94,46.66%
2019-12-31,1.85亿,13.02%,1.46亿,-4.22%,17.82亿,9.42%,0.2900,2.64,0.66,0.79,0.44,10.68%,36.64%,10.45%,11.02%,188.52,2.84,126.83,61.70,1.08,0.67,0.61,0.92,45.97%
2019-09-30,1.43亿,11.14%,1.36亿,13.33%,12.49亿,12.39%,0.2300,2.63,0.70,0.75,0.36,11.48%,39.09%,8.62%,8.59%,196.90,2.01,134.48,62.43,1.07,0.67,0.67,0.95,47.15%
2019-06-30,1.05亿,23.31%,9943.09万,28.24%,8.34亿,18.50%,0.1700,2.56,0.70,0.69,0.21,12.69%,41.18%,6.26%,6.46%,208.63,1.23,146.63,62.00,1.06,0.65,0.65,0.99,48.48%
2019-03-31,3773.40万,22.44%,3577.87万,43.52%,3.85亿,13.95%,0.0600,2.70,0.70,0.84,0.0059,9.56%,43.13%,2.22%,2.20%,226.75,0.57,157.51,69.24,1.20,0.83,0.83,0.95,47.34%
2018-12-31,1.64亿,50.92%,1.52亿,60.15%,16.29亿,11.73%,0.2600,2.64,0.70,0.78,0.18,10.09%,37.84%,10.24%,9.75%,190.02,2.88,124.94,65.08,1.19,0.83,0.83,0.93,46.65%
2018-09-30,1.29亿,29.87%,1.20亿,46.97%,11.11亿,15.09%,0.2000,2.58,0.70,0.75,0.12,11.98%,37.75%,8.13%,7.85%,203.83,2.13,126.48,77.35,1.19,0.75,0.75,0.88,45.27%
2018-06-30,8517.90万,10.90%,7753.24万,6.34%,7.04亿,9.82%,0.1300,2.51,0.70,0.68,0.09,12.84%,37.96%,5.44%,5.34%,217.24,1.24,145.70,71.54,1.27,0.75,0.75,0.84,44.12%
2018-03-31,3081.92万,-24.88%,2493.01万,-36.05%,3.38亿,-0.15%,0.0500,2.45,0.70,0.63,0.02,9.97%,39.85%,2.00%,1.98%,232.06,0.57,158.53,73.53,1.31,0.79,0.79,0.83,43.54%
2017-12-31,1.08亿,-33.94%,9507.06万,-41.67%,14.58亿,-2.53%,0.1700,2.40,0.70,0.58,0.04,7.55%,38.31%,7.20%,7.10%,186.96,2.82,127.52,59.44,1.26,0.82,0.82,0.87,44.68%
2017-09-30,9925.84万,-19.61%,8166.75万,-31.59%,9.65亿,-7.80%,0.1600,2.35,0.67,0.58,0.03,11.75%,37.60%,6.60%,6.64%,198.85,1.92,140.87,57.97,1.41,0.76,0.76,0.87,44.64%
2017-06-30,7680.92万,-18.49%,7291.24万,-21.72%,6.41亿,-8.04%,0.1200,2.32,0.67,0.55,0.04,12.99%,39.06%,5.06%,5.21%,200.74,1.21,149.38,51.36,1.44,0.71,0.71,0.83,44.08%
2017-03-31,4102.83万,-18.82%,3898.60万,-21.64%,3.38亿,-2.89%,0.0600,2.42,0.67,0.64,0.05,13.38%,36.58%,2.70%,2.67%,180.32,0.72,125.66,54.66,1.68,1.01,1.01,0.72,40.46%
2016-12-31,1.64亿,56.83%,1.63亿,65.87%,14.96亿,19.61%,0.2600,2.36,0.67,0.58,0.46,11.65%,34.18%,14.56%,10.97%,155.10,3.22,111.67,43.44,1.64,0.88,0.88,0.72,40.50%
2016-09-30,1.23亿,79.83%,1.19亿,84.82%,10.47亿,23.59%,0.2000,2.47,0.85,0.54,0.16,12.38%,35.56%,8.28%,7.88%,165.32,2.26,119.67,45.65,2.25,1.44,1.44,0.50,32.07%
