报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,7.12亿,-21.06%,7.05亿,-12.92%,89.80亿,-11.56%,1.6300,15.40,0.72,13.50,2.38,7.97%,26.65%,10.15%,10.35%,63.30,3.13,57.59,5.72,0.84,0.54,0.54,1.82,64.16%
2024-03-31,4.35亿,-15.07%,4.46亿,-3.61%,48.50亿,-4.63%,0.9900,16.03,0.75,14.15,1.52,9.02%,28.20%,6.24%,6.05%,60.54,1.62,55.39,5.15,0.88,0.54,0.54,1.69,62.48%
2023-12-31,13.15亿,48.84%,11.29亿,41.73%,189.85亿,3.72%,3.3200,15.34,0.92,13.27,3.52,7.05%,25.67%,22.59%,21.08%,61.38,6.36,56.62,4.76,0.83,0.50,0.49,1.97,65.93%
2023-09-30,11.28亿,36.94%,10.20亿,40.70%,147.78亿,1.86%,2.8500,14.81,0.86,12.81,3.90,7.74%,25.70%,20.13%,18.74%,62.88,4.65,58.01,4.87,0.82,0.46,0.46,2.14,67.89%
2023-06-30,9.01亿,56.15%,8.10亿,53.16%,101.54亿,2.55%,2.0600,14.26,0.85,12.26,2.91,9.04%,25.92%,16.27%,15.63%,61.39,3.16,56.90,4.48,0.82,0.45,0.45,2.29,69.24%
2023-03-31,5.12亿,25.30%,4.62亿,26.39%,50.86亿,-3.18%,1.1700,13.85,0.84,11.87,1.52,9.44%,27.13%,8.78%,8.41%,59.90,1.62,55.70,4.20,0.80,0.41,0.41,2.24,68.75%
2022-12-31,8.83亿,-7.16%,7.96亿,-13.75%,183.04亿,-13.40%,2.2300,12.68,0.84,10.71,1.52,4.94%,26.11%,17.25%,17.13%,69.09,5.59,64.41,4.68,0.75,0.33,0.33,2.32,69.52%
2022-09-30,8.24亿,-5.23%,7.25亿,-8.71%,145.09亿,-11.36%,2.0800,12.63,0.81,10.67,2.87,5.97%,24.98%,15.61%,16.36%,62.24,4.67,57.83,4.42,0.82,0.47,0.47,2.35,69.72%
2022-06-30,5.77亿,-9.14%,5.29亿,-9.32%,99.03亿,-16.02%,1.4600,12.01,1.00,10.05,1.55,6.15%,26.03%,10.51%,12.04%,63.16,3.05,58.96,4.20,0.79,0.39,0.39,2.39,70.05%
2022-03-31,4.09亿,-6.18%,3.66亿,-9.96%,52.75亿,-19.04%,1.0300,15.28,1.00,13.32,2.52,8.07%,27.42%,6.89%,6.66%,62.82,1.52,59.03,3.79,0.96,0.58,0.58,1.95,65.68%
2021-12-31,9.52亿,-9.38%,9.23亿,63.23%,211.36亿,0.22%,2.3800,14.26,1.00,12.30,2.74,4.81%,25.81%,16.69%,16.90%,65.31,5.84,61.69,3.62,0.91,0.49,0.48,2.03,66.57%
2021-09-30,8.69亿,-9.40%,7.94亿,32.84%,163.56亿,5.84%,2.1800,13.33,0.93,11.42,3.37,5.29%,25.31%,14.59%,15.54%,60.53,4.75,56.81,3.72,0.95,0.56,0.56,2.14,67.72%
