报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,2.76亿,16.52%,2.61亿,13.66%,79.45亿,16.74%,0.3757,5.24,1.90,1.98,-1.20,3.87%,10.99%,6.99%,7.17%,90.17,4.84,37.18,52.99,1.73,1.18,1.05,1.21,52.22%
2024-03-31,1.34亿,16.58%,1.24亿,19.10%,35.22亿,19.01%,0.1830,5.43,1.90,2.18,-1.42,4.20%,10.46%,3.41%,3.36%,94.10,2.29,39.23,54.87,1.93,1.33,1.15,0.97,46.83%
2023-12-31,5.23亿,41.06%,4.89亿,46.48%,152.93亿,15.83%,0.7120,5.28,1.90,2.00,0.56,3.87%,11.29%,14.02%,13.50%,71.38,12.81,28.11,43.28,1.66,1.31,1.16,1.20,52.03%
2023-09-30,3.59亿,35.83%,3.39亿,37.99%,109.84亿,14.40%,0.4891,5.04,1.90,1.81,-0.94,3.73%,11.33%,9.77%,9.70%,84.31,7.41,36.42,47.89,1.61,1.11,0.96,1.30,54.06%
2023-06-30,2.37亿,36.09%,2.30亿,41.05%,68.05亿,9.76%,0.3224,4.89,1.90,1.65,-0.80,3.94%,11.52%,6.42%,6.60%,86.58,4.68,38.49,48.09,1.63,1.12,0.97,1.22,52.53%
2023-03-31,1.15亿,54.19%,1.04亿,56.03%,29.59亿,8.45%,0.1570,5.10,1.90,1.83,-1.07,4.39%,11.61%,3.12%,3.07%,90.58,2.31,38.95,51.64,1.69,1.20,0.98,0.98,47.14%
2022-12-31,3.71亿,11.85%,3.34亿,12.15%,132.03亿,2.89%,0.5050,4.93,1.90,1.67,0.94,3.17%,11.54%,10.50%,10.24%,71.78,12.87,27.96,43.81,1.58,1.26,1.06,1.01,48.01%
2022-09-30,2.64亿,1.02%,2.46亿,4.41%,96.02亿,3.07%,0.3600,4.70,1.90,1.58,0.38,3.07%,11.25%,7.07%,7.66%,83.51,7.73,34.94,48.57,1.45,1.06,0.94,1.27,53.70%
2022-06-30,1.74亿,5.32%,1.63亿,10.48%,62.00亿,9.87%,0.2370,4.57,1.90,1.46,-0.02,3.19%,11.67%,4.99%,5.18%,85.98,4.89,36.79,49.19,1.53,1.12,0.99,1.29,54.09%
2022-03-31,7451.93万,26.60%,6692.52万,33.20%,27.29亿,15.80%,0.1030,4.86,1.90,1.62,-0.88,3.19%,11.39%,2.12%,2.09%,93.86,2.19,41.04,52.82,1.73,1.18,1.04,1.00,47.71%
2021-12-31,3.31亿,32.60%,2.97亿,36.27%,128.32亿,64.60%,0.4540,4.73,1.90,1.52,0.66,2.78%,12.40%,9.80%,9.54%,73.06,10.88,33.10,39.96,1.63,1.29,1.20,1.05,49.27%
2021-09-30,2.62亿,48.96%,2.35亿,53.86%,93.16亿,79.32%,0.3590,4.60,1.90,1.47,-0.26,2.97%,13.33%,7.01%,7.74%,95.36,5.49,49.22,46.15,1.62,1.08,1.02,1.29,54.42%
2021-06-30,1.65亿,111.36%,1.47亿,123.57%,56.43亿,96.08%,0.2270,4.48,1.90,1.34,-0.71,3.20%,13.34%,4.91%,5.02%,106.39,3.21,56.13,50.27,1.68,1.06,0.99,1.20,52.54%
2021-03-31,5886.28万,571.22%,5024.55万,388.74%,23.57亿,167.28%,0.0810,4.66,1.89,1.44,-0.91,2.91%,12.74%,1.75%,1.72%,118.25,1.44,62.30,55.95,1.81,1.15,1.10,1.04,49.06%
2020-12-31,2.50亿,26.47%,2.18亿,27.86%,77.96亿,33.40%,0.3570,4.52,1.89,1.36,0.26,3.31%,14.27%,8.04%,7.53%,106.77,6.18,58.28,48.49,1.95,1.38,1.30,0.92,46.02%
2020-09-30,1.76亿,24.14%,1.53亿,20.19%,51.95亿,24.91%,0.2480,4.35,1.88,1.33,-0.42,3.63%,14.62%,5.64%,5.49%,125.87,3.69,73.20,52.67,1.95,1.20,1.12,0.90,46.14%
2020-06-30,7810.42万,-11.10%,6591.07万,-19.37%,28.78亿,9.20%,0.1120,4.21,1.87,1.19,0.33,2.75%,15.41%,2.54%,2.53%,144.74,2.12,84.73,60.02,1.78,1.16,1.10,0.90,44.94%
2020-03-31,-1249.15万,-133.25%,-1740.15万,-153.64%,8.82亿,-24.13%,-0.0190,4.26,1.87,1.32,-0.24,-2.35%,14.49%,-0.43%,-0.40%,222.44,0.67,133.47,88.97,1.92,1.18,1.09,0.69,38.49%
2019-12-31,1.98亿,49.04%,1.71亿,40.18%,58.44亿,23.33%,0.3540,4.53,1.49,1.74,0.35,3.63%,15.45%,8.25%,7.95%,117.82,5.37,67.03,50.79,1.68,1.10,1.04,0.80,43.32%
