报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,3088.47万,146.07%,2140.59万,126.26%,11.11亿,-23.87%,0.3400,13.51,7.95,4.33,0.82,2.78%,11.64%,2.32%,2.33%,188.34,2.59,69.63,118.71,2.66,2.04,1.82,1.02,50.58%
2024-03-31,2493.94万,171.14%,1622.75万,142.79%,5.56亿,-21.37%,0.2700,13.52,8.03,4.27,-2.27,4.49%,11.32%,1.88%,1.86%,187.17,1.24,72.49,114.68,2.53,1.90,1.50,1.13,52.94%
2023-12-31,-8630.99万,-215.33%,-1.09亿,-304.54%,29.51亿,12.69%,-0.9400,13.24,8.02,4.00,-1.66,-2.93%,4.87%,-6.47%,-6.56%,133.60,5.64,63.82,69.79,2.71,2.16,1.83,1.08,51.99%
2023-09-30,-6428.08万,-170.48%,-8022.69万,-207.91%,22.75亿,14.77%,-0.6900,13.37,8.10,4.28,-3.14,-2.83%,4.57%,-5.06%,-4.99%,130.40,4.16,64.97,65.44,2.50,1.92,1.75,1.20,54.53%
2023-06-30,-6704.06万,-186.90%,-8150.12万,-226.14%,14.59亿,11.33%,-0.7200,13.27,8.02,4.25,-3.40,-4.60%,3.01%,-5.23%,-5.25%,136.93,2.59,69.50,67.43,2.20,1.66,1.35,1.22,54.93%
2023-03-31,-3505.73万,-206.99%,-3792.56万,-225.83%,7.07亿,41.17%,-0.3800,13.92,7.94,4.99,-2.08,-4.96%,2.98%,-2.70%,-2.62%,151.61,1.08,83.10,68.51,2.06,1.42,1.37,1.34,57.27%
2022-12-31,7484.04万,-33.75%,5321.83万,-48.17%,26.18亿,54.63%,0.8700,14.21,7.85,5.37,-7.41,2.86%,9.90%,6.42%,5.64%,108.41,5.75,62.61,45.81,1.82,1.15,1.04,0.88,46.82%
2022-09-30,9120.00万,29.04%,7434.33万,False,19.83亿,69.27%,1.0800,14.50,7.41,5.69,-8.32,4.60%,11.32%,8.02%,6.83%,106.30,4.77,56.61,49.69,1.90,1.20,1.09,0.83,45.24%
2022-06-30,7715.10万,53.02%,6461.19万,36.79%,13.10亿,82.39%,0.9600,14.33,7.39,5.53,-5.83,5.89%,13.10%,7.31%,5.85%,101.90,3.53,50.94,50.96,2.27,1.56,1.49,0.61,38.02%
2022-03-31,3276.64万,12.06%,3014.06万,False,5.01亿,65.01%,0.4700,14.24,7.39,5.44,-1.80,6.54%,13.29%,4.25%,2.50%,99.29,1.73,52.07,47.22,2.32,1.74,1.68,0.62,38.11%
2021-12-31,1.13亿,-2.40%,1.03亿,-0.78%,16.93亿,67.39%,1.6400,10.94,2.61,6.79,0.17,6.67%,14.81%,16.17%,14.96%,75.94,8.85,40.68,35.26,1.81,1.38,1.35,0.81,44.70%
2021-09-30,7067.68万,False,False,False,11.71亿,False,1.0200,False,False,False,False,6.03%,14.53%,False,False,False,False,False,False,False,False,False,False,False
2021-06-30,5041.76万,False,4723.36万,False,7.18亿,False,0.7300,10.04,2.61,5.95,-0.84,7.02%,16.38%,7.55%,7.28%,90.60,3.54,50.78,39.82,2.22,1.48,1.45,0.55,35.44%
2021-03-31,2924.08万,False,False,False,3.03亿,False,0.4200,False,False,False,False,9.63%,20.03%,False,False,False,False,False,False,False,False,False,False,False
2020-12-31,1.16亿,60.88%,1.03亿,65.46%,10.12亿,27.24%,1.6800,9.31,2.61,5.22,0.26,11.44%,22.68%,19.80%,18.02%,97.15,6.40,56.24,40.90,2.19,1.57,1.46,0.50,33.53%
2019-12-31,7194.28万,50.16%,6253.72万,50.48%,7.95亿,3.74%,1.0400,7.63,2.61,3.62,0.79,9.05%,20.67%,14.66%,13.66%,116.56,6.29,57.21,59.35,2.84,2.22,2.13,0.39,28.24%
2018-12-31,4791.02万,False,4155.77万,False,7.66亿,False,0.6900,6.59,2.61,2.67,0.39,6.25%,17.26%,11.12%,10.54%,119.91,7.19,50.08,69.83,2.33,1.63,1.63,0.52,34.09%
2011-12-31,4000.19万,30.23%,3642.72万,18.53%,3.62亿,32.09%,0.7300,3.12,0.76,1.20,0.34,11.04%,24.98%,26.63%,23.50%,133.16,5.02,71.74,61.42,2.11,1.31,1.31,0.60,37.37%
2010-12-31,3071.55万,38.03%,3073.17万,54.84%,2.74亿,21.46%,0.5800,2.39,0.76,0.54,-0.11,11.20%,25.29%,28.00%,23.59%,128.06,5.79,62.17,65.89,2.02,1.22,1.22,0.61,37.95%
2009-12-31,2225.31万,False,1984.77万,False,2.26亿,False,0.7000,1.60,0.45,0.11,0.24,9.75%,21.38%,44.49%,29.86%,119.15,7.84,45.90,73.25,1.33,0.97,0.97,1.11,52.68%
