报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,1789.48万,-16.27%,821.96万,34.59%,11.20亿,-5.58%,0.0188,2.33,0.85,0.37,-0.14,1.14%,11.46%,0.78%,0.81%,272.21,2.76,65.34,206.87,1.29,1.08,0.92,1.03,50.29%
2024-03-31,716.49万,9.90%,146.78万,125.46%,5.02亿,-7.62%,0.0075,2.42,0.85,0.45,-0.10,0.97%,11.60%,0.31%,0.31%,296.26,1.21,74.31,221.95,1.29,1.07,0.93,1.02,49.91%
2023-12-31,2543.80万,-5.53%,1081.59万,14.28%,25.71亿,2.18%,0.0267,2.41,0.85,0.45,0.24,0.73%,12.53%,1.09%,1.11%,230.38,6.05,59.46,170.92,1.23,1.05,0.93,1.07,51.09%
2023-09-30,2634.16万,-48.35%,795.57万,-80.56%,18.56亿,-0.54%,0.0277,2.41,0.85,0.45,-0.23,1.37%,10.53%,1.12%,1.15%,247.28,4.24,63.72,183.56,1.30,1.07,0.90,0.96,48.40%
2023-06-30,2137.28万,-44.92%,610.73万,-80.85%,11.86亿,-1.39%,0.0225,2.51,0.85,0.55,-0.14,1.86%,10.23%,0.90%,0.90%,254.64,2.66,67.57,187.07,1.37,1.12,0.99,0.90,46.82%
2023-03-31,651.96万,9.12%,-576.43万,-337.56%,5.43亿,0.50%,0.0069,2.49,0.85,0.53,-0.06,1.32%,10.08%,0.28%,0.28%,269.14,1.22,73.96,195.19,1.40,1.14,0.97,0.87,45.98%
2022-12-31,2692.79万,-68.06%,946.42万,-85.92%,25.16亿,-2.90%,0.0283,2.48,0.85,0.52,-0.12,0.88%,12.11%,1.13%,1.14%,234.13,5.49,65.61,168.52,1.38,1.16,1.02,0.90,46.79%
2022-09-30,5100.47万,-48.23%,4092.02万,-55.23%,18.66亿,1.43%,0.0536,2.44,0.92,0.54,-0.33,2.13%,11.31%,2.11%,2.14%,246.79,3.81,70.94,175.85,1.40,1.14,0.97,0.86,45.84%
2022-06-30,3880.22万,-47.89%,3189.33万,-53.77%,12.03亿,3.45%,0.0408,2.43,0.92,0.53,-0.22,2.87%,12.27%,1.59%,1.63%,259.50,2.18,82.47,177.03,1.39,1.08,0.94,0.84,45.17%
2022-03-31,597.46万,-78.82%,242.64万,-90.37%,5.40亿,15.59%,0.0063,2.49,0.92,0.59,-0.13,0.51%,13.34%,0.25%,0.25%,280.55,1.06,84.73,195.82,1.49,1.18,1.04,0.74,41.94%
2021-12-31,8431.19万,0.70%,6720.74万,10.24%,25.91亿,38.62%,0.1000,2.48,0.92,0.58,-0.04,3.08%,15.04%,4.45%,3.47%,204.71,5.91,60.88,143.83,1.46,1.20,1.07,0.80,43.75%
2021-09-30,9851.94万,80.02%,9139.56万,104.34%,18.40亿,50.47%,0.1216,2.15,0.48,0.71,-0.15,5.26%,17.98%,5.47%,5.46%,220.46,3.83,70.51,149.95,1.13,0.85,0.71,1.17,53.05%
2021-06-30,7446.10万,104.86%,6899.58万,144.87%,11.63亿,53.94%,0.0900,2.13,0.48,0.68,-0.11,6.40%,18.97%,4.11%,4.18%,226.13,2.54,70.73,155.40,1.14,0.89,0.75,1.15,52.66%
2021-03-31,2820.47万,158.58%,2519.25万,316.33%,4.67亿,62.94%,0.0348,2.17,0.48,0.72,-0.13,6.09%,18.10%,1.57%,1.55%,264.60,1.08,83.55,181.05,1.19,0.92,0.72,0.99,48.84%
2020-12-31,8372.32万,-33.12%,6096.37万,97.34%,18.69亿,-10.07%,0.1000,2.13,0.48,0.69,0.08,4.54%,17.77%,4.68%,4.68%,246.32,5.27,68.33,177.99,1.23,0.99,0.79,0.95,47.74%
2020-09-30,5472.54万,-39.18%,4472.76万,-44.05%,12.22亿,-18.91%,0.0676,2.10,0.48,0.66,0.05,4.47%,20.73%,3.08%,3.11%,292.38,3.08,87.63,204.75,1.22,0.96,0.78,1.02,50.48%
2020-06-30,3634.71万,-37.46%,2817.68万,-46.62%,7.55亿,-22.27%,0.0400,2.08,0.48,0.64,0.02,4.81%,20.04%,2.03%,2.09%,302.37,2.09,86.18,216.19,1.24,1.00,0.80,0.99,49.69%
2020-03-31,1090.76万,-41.87%,605.11万,-60.40%,2.87亿,-34.53%,0.0135,2.16,0.49,0.71,-0.04,3.71%,19.97%,0.61%,0.60%,394.28,0.80,112.77,281.51,1.32,1.09,0.89,0.91,47.15%
2019-12-31,1.25亿,61.90%,3089.21万,-54.22%,20.79亿,7.27%,0.1500,2.15,0.49,0.69,0.23,6.31%,21.00%,6.85%,6.96%,215.17,6.12,58.78,156.39,1.29,1.12,0.92,1.00,49.52%
2019-09-30,8998.52万,48.60%,7993.87万,31.77%,15.08亿,8.75%,0.1091,2.14,0.49,0.66,0.02,6.11%,20.32%,4.90%,5.02%,237.12,4.10,65.92,171.20,1.28,1.07,1.07,1.01,49.84%
2019-06-30,5812.23万,28.57%,5278.80万,28.38%,9.72亿,9.83%,0.0700,2.14,0.49,0.62,0.03,6.15%,19.65%,3.14%,3.25%,240.21,2.72,66.23,173.98,1.30,1.10,1.10,0.99,49.39%
2019-03-31,1876.47万,7.21%,1528.24万,-12.56%,4.38亿,23.91%,0.0224,2.20,0.49,0.67,-0.02,4.29%,17.42%,1.03%,1.02%,259.89,1.28,70.53,189.35,1.42,1.20,1.20,0.90,46.94%
2018-12-31,7732.76万,-37.86%,6747.97万,-43.76%,19.38亿,6.01%,0.0900,2.18,0.49,0.65,0.08,4.10%,16.79%,4.04%,4.24%,210.57,6.76,53.27,157.30,1.45,1.22,1.22,0.84,45.30%
2018-09-30,6055.61万,-26.67%,6066.76万,-27.43%,13.86亿,8.03%,0.0702,2.18,0.56,0.62,0.13,4.50%,16.30%,3.13%,3.22%,235.63,4.19,64.43,171.20,1.49,1.20,1.20,0.83,44.88%
2018-06-30,4520.66万,-18.27%,4111.88万,-27.01%,8.85亿,9.26%,0.0500,2.24,0.56,0.60,0.02,5.30%,17.23%,2.32%,2.34%,230.96,3.04,59.13,171.82,1.60,1.36,1.36,0.74,42.09%
2018-03-31,1750.29万,-23.68%,1747.70万,-18.35%,3.54亿,3.79%,0.0203,2.26,0.56,0.62,0.03,5.95%,15.98%,0.90%,0.90%,271.97,1.28,70.36,201.61,1.70,1.44,1.44,0.69,40.57%
2017-12-31,1.24亿,-26.33%,1.20亿,-25.22%,18.28亿,29.35%,0.1400,2.24,0.56,0.59,-0.21,7.10%,19.53%,6.46%,6.45%,184.71,8.34,43.17,141.54,1.78,1.58,1.58,0.63,38.39%
2017-09-30,8257.72万,-23.27%,8360.32万,-17.88%,12.83亿,34.43%,0.0957,2.19,0.56,0.55,-0.16,6.71%,18.61%,4.41%,4.37%,195.96,5.81,46.45,149.51,1.89,1.67,1.67,0.60,37.12%
2017-06-30,5531.42万,-27.86%,5633.40万,-22.74%,8.10亿,31.25%,0.0600,2.16,0.56,0.52,-0.15,7.07%,19.69%,2.96%,2.97%,203.32,3.55,50.74,152.58,2.03,1.76,1.76,0.55,35.18%
2017-03-31,2293.41万,-20.32%,2140.39万,-20.54%,3.41亿,34.30%,0.0266,2.17,0.56,0.54,-0.14,6.73%,17.97%,1.23%,1.23%,227.98,1.46,61.77,166.21,2.34,1.98,1.98,0.43,29.88%
2016-12-31,1.69亿,44.58%,1.60亿,48.92%,14.13亿,19.89%,0.2000,2.14,0.56,0.51,0.25,11.95%,25.05%,9.49%,9.14%,188.68,8.20,43.89,144.79,2.43,2.17,2.17,0.41,28.88%
2016-09-30,1.08亿,31.42%,1.02亿,32.25%,9.55亿,10.41%,0.1248,2.07,0.56,0.45,0.23,11.28%,25.43%,6.12%,6.02%,200.77,6.01,44.95,155.83,2.57,2.27,2.27,0.37,27.20%
2016-06-30,7667.73万,47.63%,7291.69万,51.22%,6.17亿,10.39%,0.0900,2.04,0.56,0.42,0.16,12.43%,26.89%,4.37%,4.36%,200.33,3.96,45.43,154.91,2.53,2.27,2.27,0.38,27.57%
2016-03-31,2878.24万,47.73%,2693.61万,50.88%,2.54亿,5.29%,0.0334,4.06,2.12,0.82,0.10,11.35%,26.32%,1.66%,1.64%,230.40,1.81,49.78,180.61,2.79,2.52,2.51,0.35,25.85%
2015-12-31,1.17亿,34.85%,1.08亿,31.56%,11.79亿,-5.67%,0.1500,4.00,2.12,0.76,0.49,9.92%,23.09%,9.16%,6.78%,184.60,8.39,42.89,141.70,2.72,2.50,2.49,0.36,26.59%
2015-09-30,8189.04万,28.47%,7698.32万,28.47%,8.65亿,-9.84%,0.1072,3.31,1.41,0.79,0.32,9.49%,22.38%,6.70%,6.48%,176.35,7.41,36.46,139.89,2.76,2.59,2.59,0.42,29.31%
2015-06-30,5194.06万,35.43%,4821.77万,39.13%,5.59亿,-9.64%,0.0700,3.23,1.41,0.72,0.15,9.31%,21.25%,4.30%,4.21%,179.90,4.56,39.51,140.39,2.23,2.09,2.09,0.53,34.79%
2015-03-31,1948.36万,25.65%,1785.30万,25.36%,2.41亿,0.57%,0.0500,3.14,1.41,0.63,-0.05,8.09%,20.33%,1.64%,1.62%,196.60,1.94,46.30,150.30,2.40,2.24,2.24,0.48,32.44%
2014-12-31,8664.06万,36.06%,8189.67万,47.65%,12.50亿,27.19%,0.2700,3.09,1.41,0.58,0.27,6.93%,16.35%,12.65%,7.33%,129.97,11.64,30.94,99.03,2.22,2.02,2.02,0.55,35.33%
2014-09-30,6374.27万,32.27%,5992.16万,33.97%,9.59亿,34.64%,0.1992,2.04,0.30,0.65,0.20,6.65%,15.93%,10.01%,9.77%,131.96,9.38,28.77,103.19,1.78,1.53,1.53,1.01,50.14%
2014-06-30,3835.17万,33.55%,3465.56万,29.66%,6.19亿,41.40%,0.1198,1.96,0.30,0.57,0.19,6.20%,15.51%,6.09%,6.11%,125.67,6.32,28.49,97.18,1.70,1.47,1.47,1.08,51.86%
2014-03-31,1550.66万,16.16%,1424.18万,19.59%,2.40亿,30.76%,0.0485,1.99,0.30,0.60,0.04,6.47%,15.73%,2.47%,2.44%,160.34,2.08,43.18,117.16,1.74,1.44,1.44,1.07,51.64%
2013-12-31,6367.82万,6.55%,5546.62万,-1.83%,9.82亿,19.28%,0.2000,1.94,0.30,0.55,-0.13,6.48%,13.91%,10.66%,10.25%,125.64,11.38,31.65,94.00,1.86,1.64,1.64,0.96,49.06%
2013-09-30,4819.20万,7.04%,4472.83万,3.81%,7.12亿,14.26%,0.1506,1.89,0.30,0.52,-0.22,6.77%,14.02%,8.14%,7.96%,138.67,8.05,33.56,105.11,1.97,1.61,1.61,0.85,45.89%
2013-06-30,2871.78万,4.91%,2672.84万,3.71%,4.37亿,11.89%,0.0897,1.83,0.30,0.46,-0.06,6.56%,14.15%,4.79%,4.90%,145.39,4.32,41.69,103.69,1.95,1.60,1.60,0.87,46.64%
2013-03-31,1334.90万,6.11%,1190.87万,-4.58%,1.83亿,5.95%,0.0417,1.78,0.30,0.41,-0.12,7.29%,13.90%,2.24%,2.34%,168.84,1.74,51.87,116.97,2.04,1.66,1.66,0.82,45.16%
2012-12-31,5976.57万,25.28%,5649.74万,34.71%,8.24亿,18.56%,0.1868,3.68,1.40,1.14,0.23,7.26%,14.45%,10.68%,10.14%,118.62,11.12,32.39,86.24,2.23,1.91,1.91,0.77,43.62%
2012-09-30,4502.06万,44.34%,4308.81万,39.41%,6.23亿,19.88%,0.1407,3.59,1.40,1.09,-0.14,7.22%,14.70%,8.16%,7.84%,118.61,10.17,26.55,92.06,2.44,2.07,2.07,0.72,41.86%
2012-06-30,2737.48万,41.68%,2577.27万,33.64%,3.91亿,19.34%,0.0855,3.48,1.40,0.98,0.09,7.00%,14.81%,5.04%,4.92%,121.54,6.16,29.22,92.32,2.15,1.80,1.80,0.47,31.74%
2012-03-31,1258.08万,29.42%,1247.98万,28.81%,1.73亿,8.44%,0.0393,3.39,1.40,0.89,0.02,7.28%,14.57%,2.35%,2.32%,127.37,3.08,29.21,98.16,2.34,1.91,1.91,0.43,30.24%
2011-12-31,4770.59万,46.43%,4194.01万,33.39%,6.95亿,28.44%,0.3000,3.31,1.40,0.81,-0.13,6.87%,11.52%,9.34%,9.01%,100.70,15.57,23.12,77.57,2.51,2.05,2.05,0.42,29.76%
2011-09-30,3119.10万,15.06%,3090.67万,17.07%,5.20亿,39.01%,0.1949,3.21,1.40,0.73,-0.35,6.00%,11.04%,6.19%,6.08%,110.86,10.93,24.71,86.15,2.44,1.95,1.95,0.49,32.96%
2011-06-30,1932.16万,9.18%,1928.55万,12.14%,3.28亿,41.80%,0.1208,3.13,1.40,0.66,-0.18,5.90%,10.65%,3.85%,3.86%,106.30,6.41,28.07,78.23,2.82,2.17,2.17,0.44,30.38%
2011-03-31,972.12万,6.25%,968.82万,9.60%,1.59亿,62.41%,0.0600,6.29,3.81,1.35,-0.40,6.10%,9.48%,1.95%,1.93%,121.18,3.24,27.80,93.38,2.60,2.18,2.18,0.51,33.76%
2010-12-31,3257.86万,-14.86%,3144.12万,-16.12%,5.41亿,32.80%,0.2100,6.17,3.81,1.23,-0.20,6.02%,12.42%,7.64%,6.60%,97.31,14.70,24.49,72.82,3.12,2.79,2.79,0.40,28.68%
2010-09-30,2710.75万,-4.05%,2639.92万,False,3.74亿,27.42%,0.1794,6.08,3.78,1.20,-0.73,7.25%,13.13%,6.70%,5.58%,114.88,8.46,31.90,82.97,3.68,3.16,3.16,0.31,23.50%
2010-06-30,1769.75万,-3.40%,1719.71万,-4.14%,2.31亿,25.74%,0.1207,5.96,3.78,1.08,-0.77,7.66%,13.93%,4.84%,3.71%,110.22,4.87,36.97,73.25,4.13,3.64,3.64,0.26,20.80%
2010-03-31,914.91万,2.24%,883.99万,False,9818.99万,23.65%,0.1400,5.85,3.78,0.98,-0.54,9.32%,15.72%,2.95%,1.95%,138.86,1.96,45.93,92.93,4.35,3.81,3.81,0.24,19.65%
2009-12-31,3826.57万,27.09%,3748.14万,33.11%,4.07亿,2.16%,0.6400,2.55,0.27,1.15,0.72,9.39%,16.97%,28.58%,25.00%,96.35,12.50,28.80,67.55,1.47,1.19,1.19,0.93,48.29%
2009-09-30,2825.31万,False,False,False,2.94亿,False,0.4700,False,False,False,False,9.62%,17.38%,False,False,False,False,False,False,False,False,False,False,False
2009-06-30,1832.10万,False,1794.05万,False,1.84亿,False,0.3100,2.22,0.27,0.88,0.08,9.97%,17.73%,14.78%,13.77%,108.44,5.13,35.08,73.36,1.35,1.02,1.02,0.99,49.74%
2009-03-31,894.91万,False,False,False,7940.98万,False,0.1500,False,False,False,-0.03,11.27%,19.10%,7.50%,False,False,False,False,False,False,False,False,False,False
2008-12-31,3010.93万,26.66%,2815.88万,21.98%,3.99亿,8.33%,0.5000,1.91,0.27,0.58,0.74,7.55%,14.15%,30.19%,26.23%,105.30,8.91,40.39,64.91,1.23,0.95,0.95,1.08,51.97%
2007-12-31,2377.20万,89.24%,2308.41万,False,3.68亿,58.69%,0.5700,1.41,0.27,0.12,0.27,6.46%,14.23%,44.21%,28.08%,114.43,6.87,52.36,62.07,1.23,0.82,0.82,1.73,63.37%
2006-12-31,1256.20万,False,False,False,2.32亿,False,False,False,False,1.27,False,5.42%,13.82%,False,False,151.92,4.88,73.71,78.21,0.90,0.55,0.55,3.82,79.26%
