报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,13.99亿,2.28%,14.02亿,5.97%,208.95亿,1.68%,0.5300,7.41,0.17,5.85,0.34,7.11%,19.39%,7.18%,7.15%,122.36,5.85,30.76,91.60,1.30,0.94,0.65,1.80,62.52%
2024-03-31,6.36亿,3.08%,6.54亿,12.35%,102.88亿,2.74%,0.2500,7.46,0.16,5.96,-0.45,6.59%,19.48%,3.28%,3.23%,123.31,2.84,31.68,91.63,1.29,0.93,0.64,1.80,62.57%
2023-12-31,29.16亿,14.74%,26.77亿,27.37%,457.99亿,6.94%,1.1200,7.23,0.16,5.72,1.34,6.96%,19.43%,16.32%,15.27%,95.79,13.86,25.97,69.82,1.32,0.98,0.70,1.77,62.13%
2023-09-30,20.02亿,7.53%,20.06亿,26.81%,315.10亿,5.06%,0.7700,6.87,0.15,5.41,-0.0054,6.88%,18.62%,11.45%,11.03%,108.30,8.74,30.91,77.40,1.29,0.91,0.64,1.83,62.82%
2023-06-30,13.68亿,6.53%,13.23亿,28.15%,205.49亿,-0.79%,0.5200,6.63,0.15,5.17,-0.36,7.16%,18.35%,7.90%,7.81%,108.50,5.80,31.02,77.48,1.32,0.96,0.68,1.93,64.02%
2023-03-31,6.17亿,5.52%,5.82亿,26.68%,100.14亿,0.63%,0.2300,6.66,0.12,5.20,-0.76,6.67%,16.93%,3.54%,3.52%,104.19,3.02,29.81,74.39,1.35,0.97,0.67,1.77,62.11%
2022-12-31,25.41亿,40.22%,21.02亿,61.64%,428.26亿,6.25%,0.9800,6.42,0.09,5.00,0.41,6.01%,16.97%,15.81%,15.07%,86.66,12.93,27.84,58.82,1.31,0.94,0.68,1.94,64.66%
2022-09-30,18.62亿,30.76%,15.82亿,59.53%,299.92亿,6.50%,0.7200,6.24,0.20,4.74,-0.32,6.24%,16.11%,11.54%,11.06%,92.88,8.50,31.77,61.10,1.33,0.90,0.67,1.94,64.87%
2022-06-30,12.84亿,29.29%,10.32亿,59.58%,207.14亿,12.48%,0.4900,6.01,0.20,4.51,-0.04,6.09%,15.91%,7.83%,7.71%,87.78,5.73,31.43,56.35,1.33,0.92,0.67,2.06,66.27%
2022-03-31,5.85亿,28.18%,4.59亿,70.15%,99.50亿,16.08%,0.2300,6.09,0.09,4.58,-0.98,5.90%,16.39%,3.61%,3.55%,91.65,2.63,34.16,57.50,1.31,0.86,0.61,2.06,66.18%
