报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,3914.45万,111.07%,-1436.63万,97.49%,95.36亿,51.02%,0.0120,1.07,2.03,-2.04,0.10,0.65%,10.88%,1.14%,1.10%,160.67,3.23,55.68,104.99,0.89,0.61,0.61,4.15,77.20%
2024-03-31,1591.04万,104.44%,-1761.08万,95.38%,46.46亿,72.33%,0.0049,1.05,2.00,-2.07,-0.10,0.08%,10.49%,0.47%,0.46%,176.09,1.56,57.63,118.45,0.89,0.66,0.65,4.55,78.80%
2023-12-31,7690.50万,101.48%,-2.93亿,94.11%,168.63亿,13.73%,0.0236,1.04,2.00,-2.08,-0.15,0.44%,10.02%,2.32%,2.26%,163.99,6.41,56.19,107.80,0.89,0.68,0.68,4.63,79.01%
2023-09-30,-2.99亿,90.88%,-5.69亿,81.98%,108.19亿,-0.05%,-0.0919,0.92,2.00,-2.20,-0.10,-3.38%,7.73%,-9.61%,-10.01%,162.56,4.39,61.55,101.00,0.81,0.59,0.59,4.62,78.93%
2023-06-30,-3.54亿,59.52%,-5.73亿,38.34%,63.15亿,-18.79%,-0.1086,0.89,2.00,-2.22,-0.03,-7.08%,4.85%,-11.51%,-12.17%,175.50,2.67,67.43,108.08,0.82,0.61,0.61,4.87,79.79%
2023-03-31,-3.58亿,-92.19%,-3.81亿,-67.95%,26.96亿,-41.30%,-0.1099,0.89,2.00,-2.22,0.0075,-15.86%,2.38%,-11.67%,-12.40%,187.36,1.21,74.36,113.01,0.82,0.61,0.60,4.69,79.15%
2022-12-31,-51.82亿,-97.43%,-49.80亿,-92.86%,148.27亿,-35.09%,-1.5876,1.22,1.99,-2.10,0.57,-38.41%,-0.10%,-88.60%,-160.10%,193.61,5.18,69.56,124.06,0.84,0.64,0.63,4.40,78.19%
2022-09-30,-32.81亿,-8024.39%,-31.57亿,-1041.30%,108.24亿,-37.06%,-1.0067,1.58,2.00,-1.53,0.34,-33.37%,1.18%,-48.24%,-63.81%,208.41,3.46,78.05,130.36,1.14,0.84,0.83,2.68,69.41%
2022-06-30,-8.74亿,-2677.73%,-9.30亿,-1720.42%,77.75亿,-33.78%,-0.2680,2.33,1.99,-0.79,0.13,-12.71%,3.44%,-10.90%,-11.52%,209.56,2.18,82.55,127.01,1.26,0.87,0.87,1.75,60.37%
2022-03-31,-1.86亿,-341.33%,-2.27亿,-665.67%,45.93亿,-37.65%,-0.0571,2.53,1.99,-0.58,0.02,-4.44%,5.66%,-2.24%,-2.26%,198.68,1.20,74.92,123.76,1.30,0.94,0.92,1.91,62.36%
