报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,4.98亿,5.20%,4.40亿,6.73%,47.07亿,29.45%,0.2000,4.91,1.27,2.42,-0.41,12.75%,32.29%,4.03%,4.09%,236.83,1.31,137.27,99.56,1.85,1.53,1.45,0.95,44.14%
2024-03-31,2.47亿,4.75%,2.28亿,7.41%,20.06亿,36.02%,0.1000,4.97,1.26,2.52,-0.29,12.94%,33.29%,2.03%,2.00%,289.25,0.51,175.44,113.81,1.80,1.44,1.39,0.83,40.91%
2023-12-31,9.77亿,17.80%,8.18亿,19.96%,90.43亿,20.15%,0.3900,4.83,1.25,2.42,0.61,14.06%,35.88%,8.33%,8.14%,234.15,2.46,146.09,88.06,1.68,1.34,1.30,0.98,44.86%
2023-09-30,7.53亿,12.77%,6.66亿,11.77%,57.44亿,20.10%,0.3000,4.76,1.25,2.35,-0.32,16.22%,37.77%,6.35%,6.37%,285.54,1.53,176.60,108.94,1.95,1.50,1.50,0.75,38.94%
2023-06-30,4.74亿,14.80%,4.12亿,11.69%,36.36亿,17.53%,0.1900,4.67,1.24,2.24,-0.35,16.03%,39.67%,4.00%,4.08%,298.30,0.96,187.11,111.19,1.97,1.52,1.51,0.73,38.17%
2023-03-31,2.36亿,4.91%,2.12亿,0.36%,14.75亿,5.14%,0.1000,4.76,1.21,2.34,-0.28,17.22%,39.47%,2.01%,2.00%,352.88,0.40,226.99,125.89,2.35,1.76,1.73,0.53,31.37%
2022-12-31,8.29亿,0.61%,6.82亿,-4.79%,75.26亿,10.98%,0.3300,4.68,1.21,2.25,0.70,14.60%,38.22%,7.26%,7.12%,234.07,2.42,148.74,85.32,2.22,1.72,1.69,0.58,33.47%
2022-09-30,6.67亿,10.22%,5.96亿,10.51%,47.82亿,11.87%,0.2700,4.58,1.21,2.19,-0.24,17.21%,40.72%,5.88%,5.86%,299.85,1.40,193.20,106.65,2.59,1.90,1.89,0.49,29.66%
2022-06-30,4.13亿,10.15%,3.69亿,12.34%,30.94亿,13.17%,0.1700,4.51,1.21,2.09,-0.29,16.28%,41.23%,3.65%,3.69%,299.97,0.94,191.39,108.58,2.62,1.93,1.91,0.45,27.81%
2022-03-31,2.25亿,11.13%,2.11亿,19.62%,14.03亿,10.62%,0.0900,4.46,1.10,2.16,-0.30,16.77%,40.24%,2.03%,2.03%,303.60,0.46,195.06,108.54,2.61,2.00,1.99,0.42,27.40%
2021-12-31,8.24亿,17.68%,7.16亿,22.57%,67.82亿,5.79%,0.3300,4.42,1.10,2.07,0.64,14.43%,39.15%,7.67%,7.51%,233.29,2.45,146.81,86.48,2.40,1.91,1.90,0.46,29.53%
2021-09-30,6.05亿,29.81%,5.40亿,44.98%,42.75亿,9.11%,0.2600,4.31,1.10,2.00,-0.11,16.70%,39.94%,5.68%,5.65%,294.81,1.43,188.61,106.19,2.84,2.26,2.24,0.37,25.09%
2021-06-30,3.75亿,21.04%,3.29亿,29.27%,27.34亿,10.51%,0.1600,4.26,1.10,1.90,-0.17,16.30%,40.20%,3.57%,3.54%,295.64,0.98,182.98,112.66,2.93,2.40,2.38,0.35,24.29%
2021-03-31,2.02亿,40.82%,1.77亿,52.84%,12.68亿,11.05%,0.0800,4.33,1.06,1.98,-0.19,16.73%,37.85%,2.01%,1.88%,305.64,0.48,186.18,119.46,2.84,2.37,2.35,0.38,25.64%
2020-12-31,7.00亿,-7.59%,5.84亿,-8.75%,64.11亿,-1.32%,0.2900,4.13,0.84,1.95,0.51,13.24%,39.88%,7.54%,7.03%,256.23,2.15,167.07,89.16,2.35,1.96,1.94,0.48,30.33%
