报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,7036.65万,6.40%,5976.03万,9.50%,12.08亿,-0.93%,0.5200,10.30,5.39,3.61,2.22,5.81%,17.08%,4.99%,5.00%,201.37,1.68,107.33,94.03,1.02,0.60,0.58,1.24,55.19%
2024-03-31,4326.73万,63.81%,3707.18万,105.19%,6.20亿,5.73%,0.3200,10.61,5.36,3.78,0.86,6.94%,18.77%,3.06%,3.06%,197.66,0.85,106.48,91.18,1.05,0.66,0.58,1.38,57.96%
2023-12-31,1.23亿,530.94%,1.03亿,291.24%,26.15亿,15.58%,0.9200,10.43,5.36,3.46,4.06,4.69%,17.61%,9.29%,8.85%,199.47,3.31,108.76,90.71,1.11,0.70,0.62,1.55,60.73%
2023-09-30,8500.72万,282.21%,6765.43万,281.88%,19.08亿,23.61%,0.6400,10.14,5.36,3.28,1.67,4.44%,17.51%,6.50%,6.29%,208.20,2.38,113.53,94.67,1.05,0.67,0.61,1.76,63.69%
2023-06-30,6613.13万,226.07%,5457.50万,187.32%,12.19亿,27.60%,0.5000,9.99,5.36,3.14,2.31,5.41%,18.52%,5.09%,4.96%,214.82,1.48,121.47,93.35,0.91,0.53,0.50,1.64,62.08%
2023-03-31,2641.26万,259.11%,1806.67万,186.02%,5.86亿,7.32%,0.2000,9.69,5.36,2.84,0.82,4.49%,21.29%,2.07%,2.04%,231.55,0.68,132.88,98.67,0.89,0.54,0.49,1.87,65.10%
2022-12-31,1952.70万,141.76%,2622.07万,131.01%,22.62亿,19.27%,0.1500,9.48,5.36,2.64,0.97,0.79%,13.46%,1.56%,1.54%,217.04,2.98,120.99,96.05,0.99,0.59,0.52,2.02,66.76%
2022-09-30,-4665.33万,-224.30%,-3719.68万,-310.14%,15.44亿,6.77%,-0.3500,8.99,5.36,2.17,-0.74,-3.08%,11.89%,-3.82%,-3.89%,230.43,2.10,128.57,101.86,0.98,0.57,0.49,2.23,68.86%
2022-06-30,-5245.75万,-260.93%,-6250.35万,-405.69%,9.55亿,-0.13%,-0.4000,8.94,5.36,2.13,-0.21,-5.53%,9.38%,-4.34%,-4.40%,224.36,1.42,126.66,97.70,1.09,0.63,0.52,2.18,68.44%
2022-03-31,-1660.00万,-155.30%,-2100.38万,-183.84%,5.46亿,7.99%,-0.1200,9.21,5.36,2.40,0.80,-3.05%,11.53%,-1.34%,-1.35%,201.13,0.82,109.16,91.97,1.13,0.69,0.61,2.12,67.81%
