报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,9.84亿,60.20%,9.03亿,73.01%,160.60亿,6.81%,0.5041,8.71,3.16,4.11,0.57,6.33%,23.40%,5.87%,5.68%,225.27,1.48,121.38,103.90,1.47,0.94,0.92,1.65,60.34%
2024-03-31,4.98亿,58.03%,4.57亿,67.08%,79.39亿,1.88%,0.2552,8.67,3.10,4.12,-0.02,6.49%,22.79%,2.99%,2.92%,226.70,0.73,123.47,103.22,1.50,0.95,0.93,1.66,60.51%
2023-12-31,8.68亿,44.80%,5.69亿,20.04%,275.19亿,3.93%,0.4448,8.42,3.10,3.86,0.83,3.42%,20.82%,5.40%,5.25%,239.06,2.65,136.06,103.00,1.49,0.93,0.91,1.73,61.36%
2023-09-30,8.26亿,41.00%,6.24亿,27.63%,211.14亿,5.39%,0.4235,8.36,3.09,3.87,-0.03,3.94%,20.65%,5.16%,5.03%,232.26,2.11,127.67,104.59,1.49,0.93,0.91,1.70,61.04%
2023-06-30,6.14亿,28.05%,5.22亿,26.49%,150.36亿,9.22%,0.3146,8.29,3.09,3.77,-0.15,4.12%,20.14%,3.83%,3.77%,220.79,1.48,121.72,99.07,1.50,0.90,0.89,1.72,61.28%
2023-03-31,3.15亿,23.73%,2.73亿,27.49%,77.92亿,15.69%,0.1615,8.23,3.09,3.65,0.34,4.16%,18.80%,1.98%,1.95%,212.92,0.76,118.51,94.41,1.46,0.89,0.87,1.84,62.86%
2022-12-31,5.99亿,-39.90%,4.74亿,-39.03%,264.80亿,-7.74%,0.3093,8.07,3.08,3.48,0.49,2.44%,16.80%,3.85%,3.81%,233.22,2.59,139.15,94.07,1.37,0.77,0.75,1.59,59.36%
2022-09-30,5.86亿,-42.45%,4.89亿,-39.05%,200.34亿,-11.38%,0.2994,8.04,3.07,3.51,0.14,3.04%,16.27%,3.77%,3.73%,233.75,2.03,133.29,100.45,1.36,0.79,0.78,1.65,60.34%
2022-06-30,4.79亿,-45.71%,4.12亿,-40.64%,137.67亿,-17.97%,0.2452,7.97,3.07,3.46,-0.20,3.62%,15.93%,3.08%,3.08%,228.12,1.35,133.08,95.05,1.37,0.78,0.76,1.72,61.22%
2022-03-31,2.55亿,-47.79%,2.14亿,-43.57%,67.36亿,-22.06%,0.1300,7.99,3.07,3.49,-0.30,3.95%,16.84%,1.64%,1.63%,239.05,0.62,146.18,92.88,1.48,0.77,0.76,1.71,61.98%
2021-12-31,9.97亿,-30.76%,7.77亿,-29.60%,287.01亿,10.48%,0.5100,10.43,6.86,4.45,0.57,3.55%,17.47%,6.64%,6.47%,190.86,2.94,122.46,68.40,1.52,0.74,0.72,1.58,60.08%
2021-09-30,10.18亿,2.28%,8.02亿,1.21%,226.06亿,16.89%,0.5200,8.10,2.13,4.39,0.28,4.34%,17.15%,7.70%,7.44%,185.58,2.42,111.56,74.02,1.34,0.68,0.67,1.84,63.94%
2021-06-30,8.83亿,30.15%,6.95亿,22.53%,167.82亿,28.04%,0.4500,8.02,2.13,4.30,0.52,5.07%,17.04%,6.62%,6.43%,162.78,1.87,96.48,66.30,1.27,0.67,0.66,1.93,65.06%
2021-03-31,4.88亿,187.61%,3.80亿,222.39%,86.42亿,72.59%,0.2500,8.05,2.13,4.35,0.24,5.26%,17.03%,3.58%,3.52%,162.75,0.91,98.75,64.00,1.21,0.65,0.63,2.07,66.63%
2020-12-31,14.40亿,41.59%,11.04亿,21.30%,259.79亿,19.95%,0.7400,7.76,2.13,4.06,1.36,5.85%,20.40%,12.07%,11.62%,191.41,2.90,124.17,67.24,1.21,0.58,0.57,1.93,64.97%
2020-09-30,9.96亿,12.91%,7.92亿,-4.16%,169.07亿,18.90%,0.6700,7.54,2.13,3.98,-0.72,5.94%,20.23%,9.17%,8.95%,197.32,2.28,118.48,78.84,1.19,0.57,0.55,2.00,65.76%
2020-06-30,6.78亿,2.67%,5.67亿,-10.42%,115.49亿,14.00%,0.4600,7.33,2.12,3.76,0.29,5.93%,20.41%,6.34%,6.28%,189.33,1.54,116.93,72.40,1.26,0.59,0.57,2.08,66.64%
2020-03-31,1.70亿,-44.28%,1.18亿,-59.67%,44.80亿,-7.93%,0.1100,7.12,2.12,3.57,-0.57,3.72%,21.04%,1.62%,1.61%,237.36,0.62,146.06,91.31,1.45,0.70,0.68,1.88,64.22%
2019-12-31,10.17亿,28.74%,9.10亿,31.57%,191.77亿,6.04%,0.6900,7.01,2.12,3.45,1.26,5.60%,23.66%,10.23%,9.83%,202.16,2.73,131.90,70.26,1.47,0.71,0.69,1.84,63.73%
2019-09-30,8.82亿,23.31%,8.27亿,25.86%,142.19亿,5.59%,0.6000,6.87,2.12,3.33,0.69,6.63%,23.98%,8.90%,8.70%,202.20,2.14,126.29,75.91,1.53,0.75,0.75,1.70,61.87%
2019-06-30,6.61亿,10.92%,6.33亿,11.87%,101.31亿,3.86%,0.4500,6.72,2.12,3.18,0.80,6.98%,23.10%,6.74%,6.66%,188.00,1.53,117.83,70.17,1.63,0.81,0.81,1.78,62.95%
