报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,11.71亿,503.72%,12.06亿,588.74%,140.41亿,21.63%,0.6150,9.31,2.56,5.24,1.21,8.34%,17.99%,6.71%,6.56%,25.91,7.15,25.19,0.72,0.22,0.05,0.05,0.98,49.31%
2024-03-31,5.68亿,76.26%,5.80亿,91.29%,67.52亿,2.61%,0.2980,9.12,2.56,5.06,0.73,8.41%,18.38%,3.30%,3.25%,25.75,3.59,25.09,0.66,0.20,0.06,0.06,1.01,50.04%
2023-12-31,8.19亿,-74.05%,8.65亿,-71.67%,253.58亿,-16.47%,0.4280,8.82,2.56,4.76,2.02,3.23%,13.44%,4.78%,4.85%,27.53,13.41,26.84,0.69,0.18,0.03,0.03,1.08,51.75%
2023-09-30,5.07亿,-83.74%,5.54亿,-81.87%,179.42亿,-23.71%,0.2620,8.67,2.57,4.59,1.40,2.82%,12.84%,2.97%,3.05%,29.91,9.35,28.89,1.02,0.19,0.03,0.03,1.12,52.75%
2023-06-30,1.94亿,-92.91%,1.75亿,-93.51%,115.43亿,-30.64%,0.1020,8.49,2.59,4.40,0.63,1.68%,10.11%,1.11%,1.19%,28.97,6.40,28.12,0.84,0.19,0.04,0.04,1.15,53.31%
2023-03-31,3.22亿,-75.60%,3.03亿,-76.78%,65.81亿,-14.00%,0.1690,9.21,2.58,5.13,0.13,4.90%,12.82%,1.84%,1.82%,28.42,3.30,27.27,1.15,0.24,0.03,0.03,0.99,49.60%
2022-12-31,31.55亿,-31.68%,30.51亿,-42.08%,303.57亿,-4.52%,1.6410,9.03,2.58,4.96,2.67,10.40%,20.02%,17.83%,18.21%,26.46,14.09,25.56,0.90,0.23,0.03,0.03,0.98,49.27%
2022-09-30,31.16亿,-13.58%,30.55亿,-28.72%,235.18亿,0.20%,1.6200,9.01,2.57,4.94,2.07,13.26%,23.28%,17.07%,18.03%,28.67,9.68,27.89,0.78,0.27,0.02,0.02,0.93,48.13%
2022-06-30,27.36亿,3.94%,26.96亿,3.58%,166.43亿,15.01%,1.4370,8.80,2.56,4.74,1.47,16.44%,27.49%,14.15%,16.19%,29.83,6.22,28.95,0.88,0.25,0.03,0.03,0.96,48.85%
2022-03-31,13.20亿,32.15%,13.05亿,33.13%,76.51亿,23.09%,0.6930,10.12,2.51,6.05,0.64,17.26%,28.64%,7.10%,6.85%,31.75,2.93,30.67,1.08,0.35,0.04,0.04,0.69,40.82%
