报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,6.05亿,3.38%,6.03亿,10.52%,39.45亿,1.89%,0.5100,6.80,2.53,2.96,0.50,17.22%,32.19%,7.19%,7.10%,114.61,7.72,23.32,91.30,0.68,0.60,0.55,1.71,60.22%
2024-03-31,3.23亿,8.65%,3.23亿,14.99%,21.51亿,3.90%,0.2700,7.03,2.54,3.18,0.19,16.17%,29.02%,3.87%,3.68%,98.94,4.56,19.73,79.21,0.68,0.60,0.54,1.59,58.69%
2023-12-31,10.83亿,12.59%,10.27亿,21.82%,80.48亿,3.43%,0.9900,6.80,2.30,3.16,1.53,15.40%,30.73%,14.44%,13.64%,91.42,17.76,20.26,71.16,0.64,0.57,0.53,1.76,60.86%
2023-09-30,8.88亿,14.85%,8.07亿,21.95%,57.13亿,5.52%,0.8100,6.64,2.20,3.14,1.29,17.65%,32.25%,12.04%,11.77%,108.11,9.54,28.29,79.83,0.67,0.58,0.53,1.93,62.91%
2023-06-30,5.85亿,8.95%,5.46亿,19.81%,38.72亿,0.76%,0.5400,6.36,2.20,2.86,0.75,17.33%,31.89%,7.95%,8.08%,99.21,7.16,25.12,74.09,0.65,0.56,0.53,2.00,63.69%
2023-03-31,2.98亿,11.46%,2.81亿,17.27%,20.70亿,2.36%,0.2700,6.53,2.23,3.00,0.29,15.07%,27.17%,4.01%,3.93%,86.65,4.29,21.00,65.65,0.65,0.57,0.52,1.90,62.69%
2022-12-31,9.62亿,-5.84%,8.43亿,6.86%,77.81亿,-14.86%,0.9200,6.26,2.23,2.73,2.01,14.05%,29.41%,13.49%,13.30%,72.11,15.99,22.51,49.60,0.65,0.57,0.53,1.80,61.28%
2022-09-30,7.73亿,-1.99%,6.61亿,7.75%,54.14亿,-13.56%,0.7500,6.06,2.04,2.77,1.22,16.47%,31.32%,10.84%,11.61%,87.27,8.30,32.53,54.74,0.69,0.58,0.53,2.09,64.59%
2022-06-30,5.37亿,6.83%,4.56亿,18.16%,38.43亿,-17.91%,0.5200,5.86,2.18,2.44,0.78,16.60%,30.21%,7.56%,8.06%,89.45,4.35,41.41,48.04,0.75,0.61,0.54,2.21,65.89%
2022-03-31,2.67亿,23.10%,2.40亿,18.18%,20.22亿,-12.74%,0.2600,6.14,2.21,2.68,0.29,14.21%,25.52%,4.03%,3.95%,80.91,2.38,37.76,43.15,0.82,0.68,0.55,1.93,63.67%
2021-12-31,10.21亿,53.85%,7.89亿,28.25%,91.34亿,23.83%,0.9900,5.88,2.20,2.43,1.45,11.62%,24.21%,14.59%,13.93%,44.94,20.38,17.67,27.27,0.77,0.66,0.56,1.91,63.46%
2021-09-30,7.89亿,51.41%,6.14亿,25.92%,62.62亿,22.89%,0.7600,5.69,2.21,2.27,0.70,12.69%,25.32%,11.44%,11.19%,55.45,11.70,23.08,32.37,0.86,0.72,0.60,2.02,64.40%
2021-06-30,5.02亿,54.06%,3.86亿,28.30%,45.54亿,52.14%,0.4900,5.44,2.19,2.03,0.37,10.89%,22.17%,7.25%,7.42%,40.02,11.73,15.35,24.67,0.82,0.72,0.59,2.09,65.09%
2021-03-31,2.17亿,36.73%,2.03亿,50.05%,20.74亿,55.34%,0.2300,5.66,2.19,2.26,0.14,11.72%,21.42%,3.91%,3.83%,47.86,4.02,22.41,25.45,0.91,0.76,0.65,1.95,63.67%
2020-12-31,6.64亿,35.84%,6.15亿,32.70%,66.01亿,22.68%,0.7000,5.43,2.18,2.03,1.45,11.88%,24.86%,13.45%,12.22%,53.01,16.43,21.91,31.10,0.92,0.82,0.76,1.93,63.66%
