报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,1175.27万,79.29%,1357.67万,171.73%,8.44亿,11.37%,0.0300,4.64,2.32,1.57,-0.04,1.23%,16.99%,0.65%,0.65%,227.00,2.68,67.06,159.94,2.09,1.75,1.71,0.52,32.33%
2024-03-31,506.14万,380.83%,595.60万,893.66%,3.80亿,5.64%,0.0129,4.62,2.32,1.55,-0.04,1.00%,16.93%,0.28%,0.28%,245.44,1.25,71.80,173.64,2.16,1.81,1.76,0.53,32.47%
2023-12-31,6035.11万,-14.13%,4703.31万,13.98%,17.74亿,1.31%,0.2100,4.63,2.32,1.54,0.25,3.99%,20.07%,6.91%,3.34%,204.70,5.77,62.39,142.31,1.97,1.71,1.68,0.68,38.16%
2023-09-30,1737.15万,-69.48%,1224.28万,-18.42%,11.99亿,-2.93%,0.0600,2.77,0.36,1.82,0.20,1.97%,17.87%,2.01%,2.04%,206.97,3.97,67.98,138.99,1.13,0.83,0.79,1.31,52.13%
2023-06-30,655.53万,-86.42%,499.64万,-8.79%,7.58亿,-8.56%,0.0200,2.74,0.36,1.78,0.11,1.25%,17.50%,0.77%,0.78%,215.20,2.60,69.28,145.91,1.13,0.85,0.80,1.33,52.58%
2023-03-31,105.26万,-97.42%,59.94万,151.92%,3.59亿,1.20%,0.0049,4.01,0.56,2.62,0.12,0.17%,18.24%,0.12%,0.12%,225.94,1.20,74.88,151.06,1.21,0.90,0.84,1.24,50.86%
2022-12-31,7028.17万,-16.76%,4126.43万,-48.04%,17.51亿,0.90%,0.3300,4.08,0.69,2.60,0.57,4.04%,17.74%,7.71%,8.08%,182.73,7.27,49.52,133.21,1.36,1.05,0.97,1.14,47.18%
2022-09-30,5691.55万,17.61%,1500.80万,-69.35%,12.35亿,3.48%,0.1900,3.80,0.66,2.55,0.35,4.48%,15.49%,6.28%,7.01%,193.60,4.96,54.47,139.13,1.27,0.92,0.90,1.26,49.34%
2022-06-30,4828.92万,47.55%,547.77万,-82.88%,8.29亿,7.53%,0.1600,4.34,1.22,2.51,0.19,5.50%,13.50%,5.36%,5.22%,186.70,3.48,51.71,134.99,1.60,1.18,1.11,0.93,41.32%
2022-03-31,4075.58万,219.55%,-115.44万,-109.38%,3.55亿,-1.27%,0.1900,4.30,1.22,2.48,0.16,10.83%,13.91%,4.54%,4.44%,219.75,1.49,60.20,159.55,1.60,1.21,1.19,1.00,43.28%
