报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,458.58万,-88.36%,-93.97万,-103.30%,1.47亿,-37.84%,0.0200,3.54,0.87,1.09,-0.07,3.13%,18.87%,0.44%,0.44%,306.41,1.64,109.80,196.61,4.02,2.57,2.46,0.22,18.23%
2024-03-31,805.75万,-49.04%,368.58万,-66.36%,7315.62万,-18.19%,0.0300,3.55,0.87,1.10,-0.15,11.01%,22.62%,0.78%,0.78%,320.79,0.82,110.36,210.43,5.43,3.87,3.59,0.16,13.59%
2023-12-31,8165.78万,96.79%,5601.75万,42.83%,5.03亿,0.84%,0.2800,3.53,0.87,1.07,0.29,16.22%,23.67%,8.20%,7.93%,190.48,5.62,64.07,126.41,4.66,3.61,3.56,0.19,15.64%
2023-09-30,5638.33万,29.35%,4103.59万,-6.19%,3.59亿,2.82%,0.1900,3.37,0.87,1.01,0.0100,15.70%,24.56%,5.68%,5.74%,198.88,3.34,80.82,118.06,5.03,4.51,4.05,0.19,16.02%
2023-06-30,3938.80万,70.82%,2848.12万,15.07%,2.36亿,12.18%,0.1300,3.31,0.87,0.95,0.03,16.70%,25.54%,3.92%,4.08%,210.92,2.24,80.36,130.56,4.85,4.36,4.19,0.20,16.50%
2023-03-31,1581.08万,3483.06%,1095.68万,36.47%,8942.16万,32.99%,0.0500,3.43,0.87,1.07,-0.15,17.68%,26.90%,1.59%,1.58%,275.55,0.82,109.93,165.62,5.20,4.65,4.29,0.18,15.46%
2022-12-31,4149.43万,-42.40%,3922.06万,-36.91%,4.99亿,2.86%,0.1400,3.37,0.87,1.02,0.20,8.31%,24.72%,4.27%,4.22%,187.78,5.67,63.45,124.33,4.56,4.18,4.08,0.21,17.46%
2022-09-30,4359.01万,-18.91%,4374.45万,-7.26%,3.49亿,1.51%,0.1500,3.31,0.87,1.04,0.17,12.48%,24.04%,4.44%,4.51%,200.45,3.63,74.34,126.12,4.88,4.39,4.22,0.19,16.23%
2022-06-30,2305.80万,-39.62%,2475.22万,-17.00%,2.10亿,-1.32%,0.0800,3.24,0.87,0.97,0.09,10.97%,24.15%,2.32%,2.44%,225.11,2.22,81.12,143.99,4.63,4.18,4.00,0.21,17.06%
2022-03-31,44.13万,-95.89%,802.90万,-17.45%,6723.77万,-8.22%,0.0015,3.36,0.87,1.09,-0.08,0.66%,26.58%,0.05%,0.05%,353.00,0.67,134.71,218.29,5.25,4.72,4.25,0.18,15.07%
2021-12-31,7204.28万,-30.62%,6216.39万,-19.19%,4.85亿,19.22%,0.2500,3.36,0.87,1.09,0.19,14.85%,25.23%,7.59%,7.35%,168.08,6.74,53.41,114.67,5.13,4.77,4.56,0.19,15.80%
2021-09-30,5375.34万,-23.21%,4717.15万,-4.60%,3.44亿,23.84%,0.1800,3.18,0.87,1.05,0.19,15.62%,25.54%,5.68%,5.79%,171.99,4.41,61.29,110.70,5.45,5.00,4.64,0.18,15.02%
2021-06-30,3818.61万,-7.47%,2982.30万,13.04%,2.13亿,35.10%,0.1300,3.32,0.88,1.20,0.10,17.92%,26.84%,4.01%,3.93%,184.83,2.85,63.16,121.66,5.67,5.28,4.91,0.17,14.78%
2021-03-31,1074.55万,79.76%,972.63万,102.38%,7325.64万,73.23%,0.0400,3.23,0.88,1.10,-0.10,14.67%,29.23%,1.14%,1.14%,264.24,0.93,96.89,167.35,6.46,5.98,5.42,0.15,12.95%
2020-12-31,1.04亿,20.19%,7692.67万,11.66%,4.07亿,9.50%,0.3600,3.19,0.88,1.07,0.18,25.51%,31.82%,11.41%,11.12%,169.87,6.36,56.60,113.27,5.97,5.65,5.32,0.17,14.24%
2020-09-30,7000.06万,22.30%,4944.68万,-2.35%,2.78亿,5.63%,0.2400,3.08,0.89,0.99,0.05,25.19%,35.33%,7.59%,7.76%,194.33,3.78,71.34,122.99,6.77,6.33,5.70,0.14,12.49%
2020-06-30,4127.07万,25.79%,2638.20万,-6.21%,1.58亿,0.70%,0.1400,2.99,0.89,0.89,0.09,26.17%,34.92%,4.55%,4.73%,217.32,2.28,78.99,138.32,7.29,6.83,6.43,0.13,11.58%
2020-03-31,597.77万,-32.65%,480.59万,-50.15%,4228.94万,-29.95%,0.0300,4.28,1.64,1.36,-0.11,14.14%,34.08%,0.67%,0.67%,392.62,0.60,148.98,243.64,9.66,9.02,8.40,0.09,8.60%
2019-12-31,8639.50万,16.74%,6889.27万,22.10%,3.72亿,18.21%,0.3000,4.25,1.63,1.33,0.33,23.24%,35.29%,10.07%,9.74%,167.85,6.15,58.56,109.28,7.62,7.25,6.76,0.13,11.15%
2019-09-30,5723.46万,15.29%,5063.60万,31.56%,2.63亿,17.32%,0.2700,4.10,1.63,1.23,0.23,21.76%,35.09%,6.77%,6.68%,182.06,4.22,64.01,118.05,7.59,3.07,3.07,0.13,11.12%
2019-06-30,3280.82万,19.84%,2812.91万,27.78%,1.57亿,15.92%,0.1600,3.98,1.63,1.11,0.12,20.95%,34.67%,3.88%,3.95%,192.24,2.70,66.65,125.58,8.22,3.52,3.52,0.11,10.17%
2019-03-31,887.56万,8.51%,964.08万,25.37%,6037.23万,20.62%,0.0400,4.05,1.62,1.20,-0.04,14.70%,34.12%,1.06%,1.05%,244.50,1.03,87.16,157.34,9.66,2.68,2.68,0.09,8.64%
2018-12-31,7400.82万,3.96%,5642.38万,-2.39%,3.14亿,12.63%,0.3700,4.00,1.62,1.16,0.23,23.53%,34.49%,9.09%,8.86%,173.44,5.59,64.43,109.01,7.86,7.47,7.47,0.12,10.62%
2018-09-30,4964.23万,-4.01%,3848.88万,-12.11%,2.24亿,9.14%,0.2400,3.88,1.61,1.08,0.15,22.14%,34.63%,6.14%,6.13%,186.57,4.02,67.18,119.39,8.03,2.46,2.46,0.12,10.32%
2018-06-30,2737.73万,-5.91%,2201.46万,-13.52%,1.35亿,7.01%,0.1300,3.76,1.61,0.97,0.09,20.27%,34.52%,3.40%,3.48%,194.85,2.42,74.37,120.47,8.12,2.70,2.70,0.11,10.12%
2018-03-31,817.96万,-22.02%,768.96万,-21.16%,5005.19万,-2.36%,0.0400,3.88,1.58,1.08,0.0050,16.34%,35.32%,1.02%,1.01%,261.84,0.86,104.80,157.04,10.59,2.84,2.84,0.08,7.76%
2017-12-31,7118.64万,-1.88%,5780.28万,-16.71%,2.79亿,-0.89%,0.3800,3.84,1.58,1.04,0.36,25.50%,38.43%,11.45%,8.91%,180.05,5.05,71.30,108.75,8.46,7.51,7.51,0.11,9.73%
2017-09-30,5171.67万,-3.85%,4379.40万,-15.29%,2.05亿,0.03%,0.2900,3.75,1.58,0.98,0.26,25.17%,39.27%,9.15%,6.63%,193.64,3.72,72.65,120.99,8.93,2.58,2.58,0.10,9.23%
2017-06-30,2909.72万,-5.93%,2545.72万,-14.79%,1.26亿,1.96%,0.1800,3.64,1.58,0.87,0.14,23.05%,39.65%,6.33%,3.85%,207.91,2.20,81.99,125.93,8.80,2.72,2.72,0.10,9.30%
2017-03-31,1048.95万,-2.21%,975.28万,-7.27%,5126.33万,11.77%,0.0700,2.92,False,False,-0.0096,20.46%,39.96%,False,2.31%,False,False,False,False,3.84,3.84,0.0000,0.17,17.48%
2016-12-31,7255.09万,-10.54%,6940.21万,-11.50%,2.82亿,-5.29%,0.4700,2.59,0.11,1.23,0.40,25.75%,42.88%,19.28%,17.98%,177.87,4.95,72.78,105.09,4.02,3.60,3.60,0.21,17.25%
2016-09-30,5378.66万,False,5169.68万,False,2.05亿,False,0.3400,False,False,False,0.18,26.19%,43.18%,14.54%,False,False,False,False,False,False,False,False,False,False
