报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,6908.18万,4.92%,4307.59万,84.86%,3.81亿,2.39%,0.1500,3.72,1.56,0.39,-0.02,21.90%,26.70%,4.11%,4.15%,84.21,9.33,19.29,64.92,1.95,1.40,1.40,0.59,35.13%
2024-03-31,4611.26万,28.18%,2853.07万,20.83%,2.10亿,18.26%,0.1000,3.77,1.56,0.44,-0.0041,24.68%,30.84%,2.76%,2.73%,82.30,6.62,13.60,68.70,2.29,1.82,1.82,0.64,37.08%
2023-12-31,1.27亿,138.69%,6271.23万,116.91%,7.95亿,85.07%,0.2800,3.68,1.56,0.35,0.55,18.16%,22.83%,7.88%,7.70%,60.64,62.45,5.76,54.88,2.20,1.79,1.79,0.72,39.80%
2023-09-30,1.25亿,180.34%,6615.26万,136.90%,6.29亿,88.24%,0.2800,3.67,1.56,0.35,0.21,22.35%,25.52%,7.65%,7.56%,60.81,60.61,4.45,56.36,2.13,2.06,2.06,0.72,40.21%
2023-06-30,6584.03万,140.51%,2330.24万,113.16%,3.72亿,66.47%,0.1500,3.53,1.56,0.21,0.18,19.99%,24.60%,4.12%,4.16%,72.27,45.59,3.95,68.32,2.02,1.96,1.96,0.79,42.50%
2023-03-31,3597.57万,2894.58%,2361.14万,520.82%,1.78亿,12.90%,0.0800,3.59,1.68,0.14,-0.06,21.21%,23.66%,2.26%,2.23%,57.09,40.43,2.23,54.86,2.27,2.21,2.21,0.73,40.78%
2022-12-31,-3.28亿,-1600.60%,-3.71亿,-1418.70%,4.30亿,-49.62%,-0.7300,3.51,1.68,0.06,0.21,-94.17%,-10.65%,-19.10%,-21.26%,123.86,172.81,2.08,121.78,2.35,2.30,2.30,0.78,42.35%
2022-09-30,-1.55亿,-797.37%,-1.79亿,-2328.83%,3.34亿,-45.53%,-0.3500,3.94,1.68,0.45,0.03,-60.92%,-11.85%,-8.73%,-9.14%,112.80,187.78,1.44,111.36,2.66,2.60,2.60,0.74,41.04%
2022-06-30,-1.63亿,-524.15%,-1.77亿,-649.55%,2.23亿,-51.53%,-0.3600,3.93,1.68,0.44,0.11,-95.38%,-16.02%,-9.11%,-9.55%,113.71,137.74,1.31,112.40,2.53,2.46,2.46,0.79,42.85%
2022-03-31,-128.73万,-105.14%,-561.09万,-123.63%,1.57亿,-29.42%,-0.0030,4.31,1.68,0.81,0.15,-2.13%,9.67%,-0.07%,-0.07%,98.89,79.95,1.13,97.76,2.40,2.33,2.33,0.76,41.92%
2021-12-31,2187.15万,105.07%,-2442.27万,94.06%,7.31亿,136.37%,0.0500,4.31,1.68,0.81,0.59,1.93%,10.13%,1.15%,1.13%,85.46,206.55,1.74,83.72,2.51,2.44,2.44,0.73,40.96%
2021-09-30,2222.53万,108.36%,804.36万,102.83%,5.23亿,291.75%,0.0500,4.30,1.68,0.81,0.34,2.09%,13.10%,1.17%,1.15%,85.72,80.75,3.34,82.38,2.40,2.30,2.30,0.84,45.94%
