报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,7.59亿,50.74%,7.52亿,52.37%,46.41亿,65.27%,0.7800,5.47,1.39,2.84,0.64,16.43%,21.10%,14.38%,14.20%,62.64,3.70,48.66,13.99,2.03,1.24,1.21,0.37,26.24%
2024-03-31,3.07亿,51.85%,3.06亿,51.99%,19.95亿,25.97%,0.4400,7.44,2.33,3.82,0.14,15.44%,19.98%,6.10%,5.90%,71.36,1.54,58.37,12.99,2.58,1.51,1.46,0.29,22.34%
2023-12-31,10.39亿,52.60%,10.25亿,52.40%,69.95亿,44.85%,1.4900,6.98,2.32,3.38,2.22,14.89%,19.43%,23.08%,21.31%,66.16,6.70,53.72,12.44,2.48,1.57,1.50,0.30,22.73%
2023-09-30,7.55亿,61.61%,7.44亿,63.47%,51.01亿,33.95%,1.0830,6.61,2.32,3.01,2.39,14.82%,18.77%,17.07%,16.33%,51.72,6.74,40.09,11.64,2.13,1.59,1.55,0.36,26.38%
2023-06-30,5.04亿,71.90%,4.94亿,74.60%,28.08亿,56.45%,0.5200,6.27,2.31,2.66,0.86,17.94%,22.01%,11.45%,11.50%,84.40,2.61,69.10,15.31,2.40,1.37,1.30,0.28,21.86%
2023-03-31,2.02亿,87.07%,2.01亿,90.90%,15.84亿,143.55%,0.2900,8.56,3.62,3.61,0.49,12.76%,16.81%,4.79%,4.72%,74.95,1.52,59.40,15.55,2.20,1.23,1.16,0.33,24.41%
2022-12-31,6.81亿,98.57%,6.72亿,103.62%,48.29亿,24.21%,1.0400,8.31,3.68,3.20,1.02,14.07%,19.29%,19.58%,16.37%,58.73,7.92,45.43,13.30,2.49,1.22,1.08,0.27,21.09%
2022-09-30,4.67亿,88.14%,4.55亿,91.33%,38.08亿,49.63%,0.7305,7.91,3.68,2.84,0.97,12.26%,16.71%,14.37%,11.81%,40.61,19.10,14.14,26.47,2.04,1.31,1.19,0.37,26.92%
2022-06-30,2.93亿,86.78%,2.83亿,90.21%,17.95亿,20.13%,0.4700,6.67,2.57,2.78,0.0077,16.30%,21.32%,9.68%,9.52%,50.42,6.87,26.19,24.23,2.26,1.02,0.97,0.60,36.97%
2022-03-31,1.08亿,28.59%,1.05亿,26.71%,6.50亿,8.43%,0.2400,9.02,3.89,3.84,-0.28,16.60%,23.03%,3.72%,3.65%,58.48,2.80,32.19,26.30,2.67,1.43,1.32,0.54,34.68%
2021-12-31,3.43亿,-4.83%,3.30亿,-3.40%,38.88亿,18.50%,0.8600,8.69,3.89,3.50,-1.02,8.80%,12.61%,15.43%,12.00%,27.13,27.18,13.25,13.89,2.59,1.56,1.46,0.57,35.76%
2021-09-30,2.48亿,-12.14%,2.38亿,-11.61%,25.45亿,4.71%,0.6213,7.32,2.40,3.72,-2.13,9.75%,13.07%,11.21%,11.33%,34.47,16.12,16.75,17.72,2.29,0.97,0.85,0.69,40.22%
2021-06-30,1.57亿,1.82%,1.49亿,2.06%,14.94亿,4.50%,0.3927,6.98,2.40,3.40,-1.10,10.49%,14.35%,7.01%,7.49%,39.27,10.29,17.49,21.78,2.73,1.75,1.70,0.67,39.47%
2021-03-31,8407.44万,72.90%,8316.61万,76.04%,6.00亿,-1.89%,0.2946,9.79,3.43,5.09,-0.44,14.01%,16.98%,3.81%,3.74%,46.75,3.83,23.53,23.22,3.83,3.07,2.98,0.55,34.73%
2020-12-31,3.60亿,4.91%,3.42亿,8.18%,32.81亿,-21.33%,1.2622,9.40,3.43,4.71,1.16,11.02%,15.39%,18.10%,16.64%,28.71,35.64,10.10,18.61,4.21,3.80,3.71,0.54,34.29%
2020-09-30,2.83亿,1.03%,2.69亿,3.99%,24.30亿,-22.24%,0.9900,9.07,3.43,4.41,0.71,11.67%,15.18%,14.00%,13.50%,35.42,20.91,12.91,22.50,4.60,4.04,3.98,0.53,34.00%
2020-06-30,1.54亿,-14.16%,1.46亿,-9.95%,14.30亿,-33.93%,0.5399,8.49,3.43,3.82,0.17,10.83%,13.53%,7.93%,8.27%,41.23,11.39,15.80,25.43,3.49,2.86,2.81,0.23,17.97%
2020-03-31,4862.74万,-30.59%,4724.35万,-27.79%,6.11亿,-35.88%,0.2215,12.21,5.20,5.68,-0.19,7.80%,10.66%,2.57%,2.54%,37.95,8.33,10.81,27.14,3.52,2.88,2.83,0.23,18.06%
2019-12-31,3.43亿,27.14%,3.16亿,27.49%,41.71亿,1.70%,1.5640,11.90,5.20,5.37,2.51,8.29%,10.93%,19.94%,18.40%,26.20,31.16,11.55,14.64,3.93,3.40,3.33,0.25,19.26%
2019-09-30,2.80亿,24.81%,2.59亿,24.04%,31.25亿,2.13%,1.2740,11.48,5.18,5.04,2.01,8.99%,11.43%,16.29%,15.53%,29.18,21.22,12.72,16.46,3.18,2.52,2.52,0.34,24.74%
2019-06-30,1.80亿,28.53%,1.62亿,21.58%,21.64亿,14.28%,0.8177,10.85,5.18,4.40,1.63,8.32%,10.52%,10.77%,10.56%,23.58,19.10,9.42,14.16,3.15,2.60,2.60,0.35,25.49%
2019-03-31,7005.42万,23.09%,6542.93万,17.34%,9.53亿,26.25%,0.4468,14.71,7.66,5.69,1.21,7.34%,10.27%,4.35%,4.25%,27.55,6.65,13.53,14.03,3.12,1.24,1.24,0.36,26.67%
2018-12-31,2.70亿,30.94%,2.48亿,21.92%,41.01亿,26.40%,1.7750,14.08,7.66,5.06,0.04,6.58%,8.71%,20.26%,17.12%,19.21,35.15,10.24,8.96,3.14,1.36,1.36,0.36,26.28%
2018-09-30,2.24亿,30.45%,2.09亿,21.97%,30.60亿,25.97%,2.0833,13.67,7.66,4.75,1.42,7.32%,9.28%,17.41%,14.63%,25.05,18.08,14.93,10.12,2.79,1.26,1.26,0.42,29.68%
