报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,6681.62万,648.20%,-830.28万,38.17%,33.51亿,-18.59%,0.1300,3.51,2.67,-0.24,0.37,2.37%,4.02%,3.65%,3.70%,52.60,5.44,33.11,19.49,1.64,1.09,1.08,1.10,51.26%
2024-03-31,7146.72万,108.56%,1744.00万,23.17%,14.51亿,-30.77%,0.1400,3.55,2.70,-0.23,0.06,5.45%,4.96%,3.91%,3.88%,55.04,2.80,32.20,22.85,1.81,1.34,1.21,1.07,49.75%
2023-12-31,-3.37亿,-168.52%,-3.62亿,-183.33%,75.05亿,6.29%,-0.6500,3.50,2.70,-0.36,1.97,-4.96%,3.17%,-16.47%,-18.59%,70.90,8.59,41.93,28.97,1.78,1.14,1.11,1.08,49.91%
2023-09-30,-1.96亿,-233.49%,-2.20亿,-299.08%,62.11亿,62.41%,-0.3800,3.87,2.79,-0.09,1.57,-3.50%,3.71%,-9.20%,-9.76%,70.83,6.35,42.55,28.28,1.82,1.24,1.02,1.02,48.54%
2023-06-30,893.03万,129.70%,-1342.84万,59.89%,41.16亿,93.55%,0.0200,4.24,2.77,0.30,1.88,0.79%,8.89%,0.39%,0.41%,79.91,3.76,47.91,32.00,1.99,1.37,1.30,0.95,46.42%
2023-03-31,3426.68万,1662.76%,1415.94万,859.92%,20.97亿,194.00%,0.0700,4.57,2.73,0.75,1.48,2.91%,12.64%,1.47%,1.45%,79.92,1.70,53.02,26.90,2.07,1.38,1.10,0.97,47.01%
2022-12-31,4.92亿,2605.67%,4.35亿,3162.50%,70.61亿,81.58%,0.9600,4.45,2.69,0.69,0.15,9.13%,15.36%,24.31%,21.33%,76.78,8.01,44.93,31.85,2.16,1.37,1.26,0.90,45.42%
2022-09-30,1.47亿,198.07%,1.11亿,164.54%,38.24亿,28.01%,0.2900,3.73,2.64,0.02,0.65,5.36%,11.36%,7.90%,7.58%,63.84,6.82,39.59,24.26,2.30,1.55,1.42,0.91,45.98%
2022-06-30,-3007.32万,-308.48%,-3347.95万,-1004.64%,21.27亿,15.97%,-0.0600,3.35,2.60,-0.32,0.17,-1.13%,5.21%,-1.71%,-1.73%,75.27,4.11,43.80,31.47,1.78,0.93,0.85,0.90,46.26%
2022-03-31,194.39万,-27.70%,-186.33万,-155.79%,7.13亿,-3.28%,0.0040,3.38,2.38,-0.26,0.05,0.27%,7.12%,0.11%,0.11%,98.11,1.45,61.97,36.13,1.86,0.82,0.64,0.80,44.57%
2021-12-31,1819.45万,106.92%,1332.12万,104.94%,38.88亿,68.58%,0.0400,3.74,2.74,-0.26,1.39,0.31%,6.71%,0.86%,0.87%,89.88,6.95,51.82,38.07,2.60,1.77,1.48,0.37,27.11%
2021-09-30,4921.50万,132.75%,4178.18万,126.25%,29.88亿,79.01%,0.1000,3.79,2.76,-0.20,0.92,1.44%,7.02%,2.24%,2.22%,101.09,4.59,58.88,42.21,2.41,1.55,1.22,0.42,29.37%
2021-06-30,1442.48万,111.93%,370.09万,102.92%,18.34亿,67.65%,0.0300,3.74,2.76,-0.28,0.57,0.25%,5.19%,0.25%,0.25%,109.55,2.76,65.30,44.25,2.25,1.25,0.93,0.43,29.91%
2021-03-31,268.87万,111.28%,333.95万,111.16%,7.37亿,59.91%,0.0050,3.77,2.76,-0.26,0.12,0.53%,7.05%,0.21%,0.21%,149.06,0.96,93.63,55.42,2.13,1.10,0.83,0.47,31.76%
2020-12-31,-2.63亿,-16.48%,-2.70亿,-11.62%,22.90亿,-19.78%,-0.4800,3.73,2.76,-0.29,-0.86,-11.52%,4.53%,-12.98%,-13.80%,207.52,3.41,105.54,101.97,1.90,1.10,0.80,0.56,35.76%
2020-09-30,-1.50亿,-348.58%,-1.59亿,-232.86%,16.54亿,-22.75%,-0.2800,3.88,2.84,-0.07,-0.55,-9.10%,5.12%,-7.10%,-7.47%,210.85,2.68,100.82,110.03,2.05,1.19,0.81,0.48,32.32%
2020-06-30,-1.21亿,-7923.07%,-1.27亿,-931.08%,10.78亿,-31.51%,-0.2200,3.75,3.14,-0.0097,-0.11,-11.24%,6.81%,-5.75%,-5.93%,208.04,1.89,95.07,112.97,2.27,1.56,1.06,0.40,28.51%
2020-03-31,-2382.98万,8.03%,-2991.70万,2.77%,4.61亿,-24.74%,-0.0400,3.90,3.16,0.17,-0.22,-5.19%,5.15%,-1.11%,-1.12%,237.73,0.80,111.93,125.80,2.11,1.35,0.83,0.43,30.00%
2019-12-31,-2.26亿,-218.33%,-2.42亿,-3374.52%,28.55亿,-23.47%,-0.4100,3.94,3.16,0.21,0.92,-8.00%,5.44%,-10.01%,-10.46%,228.20,3.11,115.75,112.45,2.11,1.38,1.08,0.54,34.90%
2019-09-30,-3349.87万,-114.48%,-4781.69万,-223.29%,21.40亿,-19.97%,-0.0600,4.30,3.19,0.57,0.54,-1.24%,10.77%,-1.41%,-1.42%,251.41,1.91,141.44,109.98,2.24,1.23,1.23,0.52,33.80%
2019-06-30,-150.76万,-100.66%,-1231.30万,-122.91%,15.73亿,-21.32%,-0.0030,4.36,3.19,0.63,0.23,0.64%,12.77%,-0.06%,-0.06%,240.50,1.40,128.53,111.96,2.15,1.25,1.25,0.56,35.49%
2019-03-31,-2591.13万,-161.63%,-3076.90万,-198.72%,6.13亿,-26.15%,-0.0500,4.30,3.19,0.60,0.41,-5.03%,0.61%,-1.10%,-1.10%,282.86,0.56,161.41,121.46,2.05,0.95,0.95,0.58,36.81%
2018-12-31,1.91亿,-13.20%,738.38万,-92.56%,37.30亿,69.65%,0.3500,4.35,3.20,0.65,0.21,5.08%,10.95%,8.45%,8.02%,228.88,2.28,157.68,71.20,1.85,0.96,0.96,0.73,41.95%
2018-09-30,2.31亿,148.10%,3878.38万,32.01%,26.75亿,76.37%,0.4200,4.44,3.22,0.75,0.36,8.62%,7.78%,10.35%,9.54%,234.61,1.69,159.74,74.87,1.77,0.88,0.88,0.74,42.53%
2018-06-30,2.30亿,278.04%,5373.83万,940.03%,20.00亿,92.35%,0.4200,4.45,3.25,0.75,0.30,11.48%,9.17%,10.48%,9.45%,206.73,1.31,137.73,69.00,1.81,1.06,1.06,0.72,41.80%
